#
# Linsky & Wood 1996 Alpha Centauri B
# Hubble Space Telescope HRS UV spectra
# Extracted from the HST Archive (MAST), dataset z2mp010dt
#
# lam - wavelength in Angstroms, range: ~1212.3 to 1218.8A
# flam - flux in relative F-lambda (erg/s/cm^2/A)
#
lam               flam
1.21374744E+03     3.41629703E-03
1.21375073E+03    -2.51669111E-03
1.21375403E+03     4.59439401E-03
1.21375732E+03    -1.94536010E-03
1.21376050E+03     8.16838723E-03
1.21376379E+03     3.40653840E-03
1.21376709E+03     6.38543768E-03
1.21377026E+03     3.42528522E-03
1.21377356E+03     2.21923506E-03
1.21377686E+03     5.18549141E-03
1.21378003E+03    -3.11018270E-03
1.21378333E+03     1.03508192E-03
1.21378662E+03     2.80400459E-03
1.21378992E+03     2.79192324E-03
1.21379309E+03    -7.47800979E-04
1.21379639E+03     2.20655929E-03
1.21379968E+03     1.59788609E-03
1.21380286E+03     5.73216798E-03
1.21380615E+03     1.03292614E-03
1.21380945E+03    -4.30030422E-03
1.21381274E+03     4.57418757E-03
1.21381592E+03     4.00645053E-03
1.21381921E+03     2.80486722E-03
1.21382251E+03     5.75854070E-03
1.21382568E+03     4.41074691E-04
1.21382898E+03     2.19779625E-03
1.21383228E+03    -7.50577194E-04
1.21383545E+03     4.00800584E-03
1.21383875E+03     3.40236281E-03
1.21384204E+03     3.96422623E-03
1.21384534E+03     2.20596953E-03
1.21384851E+03     3.98395956E-03
1.21385181E+03    -1.92392315E-03
1.21385510E+03     5.20509761E-03
1.21385828E+03    -1.36428466E-03
1.21386157E+03     7.47586554E-03
1.21386487E+03    -1.45526385E-04
1.21386804E+03     1.01834990E-03
1.21387134E+03     1.03230251E-03
1.21387463E+03     4.43270052E-04
1.21387793E+03     4.34521207E-04
1.21388110E+03     2.79182242E-03
1.21388440E+03     4.56898427E-03
1.21388770E+03     6.33546710E-03
1.21389087E+03     7.53857661E-03
1.21389417E+03     5.78756351E-03
1.21389746E+03     2.80704768E-03
1.21390063E+03     1.62415416E-03
1.21390393E+03     6.37147808E-03
1.21390723E+03     1.01226289E-03
1.21391040E+03     2.79037165E-03
1.21391370E+03     1.62100862E-03
1.21391699E+03    -1.35847472E-03
1.21392029E+03     9.92718153E-04
1.21392346E+03     4.56924597E-03
1.21392676E+03     5.15529606E-03
1.21393005E+03     6.92605553E-03
1.21393323E+03     1.63784844E-03
1.21393652E+03     4.57465835E-03
1.21393982E+03     1.60226447E-03
1.21394299E+03     6.92477683E-03
1.21394629E+03     2.19633477E-03
1.21394958E+03    -1.24333354E-04
1.21395276E+03     5.70737058E-03
1.21395605E+03     9.85208061E-03
1.21395935E+03     4.56410507E-03
1.21396252E+03    -7.59318820E-04
1.21396582E+03     3.38713592E-03
1.21396912E+03     1.04543869E-03
1.21397241E+03     2.78620841E-03
1.21397559E+03     6.26808545E-03
1.21397888E+03     1.57432130E-03
1.21398218E+03     3.92004289E-03
1.21398535E+03     1.03595983E-02
1.21398865E+03     4.50157560E-03
1.21399194E+03     4.50418144E-03
1.21399512E+03     2.15315912E-03
1.21399841E+03     3.32569401E-03
1.21400171E+03     9.81328427E-04
1.21400488E+03     3.89844575E-03
1.21400818E+03     3.99474491E-04
1.21401147E+03     9.82452533E-04
1.21401465E+03     1.15194330E-02
1.21401794E+03     5.66474581E-03
1.21402124E+03     6.25351258E-03
1.21402441E+03     9.17217229E-03
1.21402771E+03     3.90266534E-03
1.21403101E+03     2.14773091E-03
1.21403418E+03     6.83027599E-03
1.21403748E+03     3.97890457E-04
1.21404077E+03     4.48385673E-03
1.21404395E+03     9.74887609E-03
1.21404724E+03     2.15442106E-03
1.21405054E+03     7.98989180E-03
1.21405371E+03     7.40023144E-03
1.21405701E+03     6.82610041E-03
1.21406030E+03     3.89082520E-03
1.21406348E+03     8.56927969E-03
1.21406677E+03     6.23671897E-03
1.21407007E+03    -1.35337410E-03
1.21407324E+03     1.20633114E-02
1.21407654E+03     4.47423477E-03
1.21407983E+03     2.74146628E-03
1.21408301E+03     3.89755843E-03
1.21408630E+03     5.05438168E-03
1.21408960E+03     5.64139010E-03
1.21409277E+03     6.81810407E-03
1.21409607E+03     2.73469742E-03
1.21409937E+03     1.57142151E-03
1.21410254E+03     5.06734056E-03
1.21410583E+03     3.31520988E-03
1.21410913E+03     3.89236165E-03
1.21411230E+03     7.97838252E-03
1.21411560E+03     7.98999518E-03
1.21411890E+03     9.79840755E-04
1.21412207E+03     2.14367686E-03
1.21412537E+03     9.72900447E-03
1.21412866E+03     3.31664737E-03
