lambda       flux        ferr     
6576.00      5.64894    0.0298612 
6577.00      6.16798    0.0298030 
6578.00      6.89132    0.0298826 
6579.00      8.85676    0.0308993 
6580.00      21.7079    0.0334726 
6581.00      68.8716    0.0336107 
6582.00      156.354    0.0309598 
6583.00      244.019    0.0294287 
6584.00      282.759    0.0298924 
6585.00      277.612    0.0301066 
6586.00      253.989    0.0302394 
6587.00      219.130    0.0298480 
6588.00      161.367    0.0296866 
6589.00      85.0251    0.0324308 
6590.00      27.8771    0.0354881 
6591.00      8.50857    0.0316433 
6592.00      5.31358    0.0300518 
6593.00      4.70049    0.0299204 
6594.00      4.49893    0.0298477 
6595.00      4.32187    0.0298088 
6596.00      4.10299    0.0298577 
6597.00      4.02009    0.0297832 
6598.00      3.98929    0.0298491 
6599.00      3.93690    0.0298668 
6600.00      3.89317    0.0297885 
6601.00      3.88878    0.0297732 
6602.00      3.90833    0.0297650 
6603.00      3.89017    0.0297301 
6604.00      3.82340    0.0297896 
6605.00      3.79072    0.0296930 
6606.00      3.76984    0.0297734 
6607.00      3.76293    0.0297444 
6608.00      3.76308    0.0297265 
6609.00      3.76267    0.0297392 
6610.00      3.74296    0.0297108 
6611.00      3.69733    0.0297173 
6612.00      3.64807    0.0297077 
6613.00      3.61178    0.0297243 
6614.00      3.57459    0.0297383 
6615.00      3.59651    0.0296477 
6616.00      3.61113    0.0296858 
6617.00      3.65139    0.0296921 
6618.00      3.71491    0.0296928 
6619.00      3.80951    0.0296887 
6620.00      3.87718    0.0295748 
6621.00      3.72156    0.0297357 
6622.00      3.61518    0.0296203 
6623.00      3.63656    0.0296216 
6624.00      3.65516    0.0296462 
6625.00      3.66438    0.0295564 
6626.00      3.65815    0.0295915 
6627.00      3.68069    0.0295530 
6628.00      3.66716    0.0295582 
6629.00      3.66855    0.0295993 
6630.00      3.78574    0.0295069 
6631.00      3.83256    0.0294849 
6632.00      3.67020    0.0294805 
6633.00      3.53361    0.0295371 
6634.00      3.56261    0.0294689 
6635.00      3.62815    0.0294122 
6636.00      3.62841    0.0295301 
6637.00      3.61414    0.0294133 
6638.00      3.64238    0.0294767 
6639.00      3.69269    0.0294015 
6640.00      3.66101    0.0294404 
6641.00      3.67981    0.0295175 
6642.00      3.76376    0.0293469 
6643.00      3.77798    0.0294541 
6644.00      3.73702    0.0294832 
6645.00      3.67796    0.0293701 
6646.00      3.64959    0.0294579 
6647.00      3.67041    0.0294577 
6648.00      3.67632    0.0294210 
6649.00      3.71171    0.0294003 
6650.00      3.71791    0.0294495 
6651.00      3.74337    0.0293579 
6652.00      3.75652    0.0294728 
6653.00      3.80169    0.0293749 
6654.00      3.73601    0.0293832 
6655.00      3.67258    0.0293740 
6656.00      3.72040    0.0294353 
6657.00      3.70655    0.0293062 
6658.00      3.72871    0.0293483 
6659.00      3.74645    0.0293516 
6660.00      3.74892    0.0292629 
6661.00      3.76165    0.0292956 
6662.00      3.68802    0.0292956 
6663.00      3.63063    0.0293013 
6664.00      3.58520    0.0292777 
6665.00      3.59587    0.0291517 
6666.00      3.70424    0.0293379 
6667.00      3.83064    0.0291346 
6668.00      3.80118    0.0292760 
6669.00      3.84684    0.0291829 
6670.00      3.87626    0.0291215 
6671.00      3.81546    0.0292859 
6672.00      3.91543    0.0291401 
6673.00      3.98538    0.0292097 
6674.00      4.07799    0.0292739 
6675.00      4.53889    0.0293097 
6676.00      5.80708    0.0294529 
6677.00      7.76140    0.0291712 
6678.00      9.13908    0.0290711 
6679.00      9.40031    0.0292138 
6680.00      8.89275    0.0292127 
6681.00      8.05155    0.0293321 
6682.00      7.15639    0.0291381 
6683.00      5.94568    0.0292328 
6684.00      4.68513    0.0293802 
6685.00      3.97871    0.0293653 
6686.00      3.80215    0.0292220 
6687.00      3.81194    0.0291894 
6688.00      3.80511    0.0291779 
6689.00      3.76348    0.0292333 
6690.00      3.78397    0.0291952 
6691.00      3.85906    0.0292293 
6692.00      3.93929    0.0291727 
6693.00      3.91335    0.0291956 
6694.00      3.87106    0.0292162 
6695.00      3.87253    0.0291471 
6696.00      3.81127    0.0292279 
6697.00      3.72361    0.0291386 
6698.00      3.75151    0.0291800 
6699.00      3.83052    0.0291751 
6700.00      3.84737    0.0291175 
6701.00      3.78978    0.0292070 
6702.00      3.78865    0.0290762 
6703.00      3.83608    0.0290857 
6704.00      3.83554    0.0291189 
6705.00      3.82482    0.0290976 
6706.00      3.85812    0.0290496 
6707.00      3.89536    0.0289908 
6708.00      3.85994    0.0290836 
6709.00      3.98245    0.0290081 
6710.00      4.06128    0.0289929 
6711.00      4.32855    0.0289984 
6712.00      4.67416    0.0292195 
6713.00      7.13887    0.0301315 
6714.00      16.1684    0.0307922 
6715.00      34.2061    0.0296648 
6716.00      53.2135    0.0285138 
6717.00      64.1233    0.0289553 
6718.00      65.1238    0.0291340 
6719.00      63.3105    0.0291111 
6720.00      58.2765    0.0287784 
6721.00      46.1661    0.0285170 
6722.00      25.4189    0.0299492 
6723.00      10.5707    0.0311152 
6724.00      5.20272    0.0295988 
6725.00      4.55175    0.0288283 
6726.00      4.63400    0.0288366 
6727.00      5.38604    0.0293194 
6728.00      9.56598    0.0301188 
6729.00      20.2528    0.0298422 
6730.00      34.7404    0.0286687 
6731.00      45.1588    0.0286025 
6732.00      48.5367    0.0289710 
6733.00      47.9757    0.0289946 
6734.00      45.3086    0.0288636 
6735.00      38.6496    0.0284666 
6736.00      25.9200    0.0290238 
6737.00      12.0654    0.0305621 
6738.00      5.51545    0.0297527 
6739.00      4.02121    0.0288623 
6740.00      3.74674    0.0287163 
6741.00      3.64897    0.0287254 
6742.00      3.61808    0.0286567 
6743.00      3.63881    0.0287043 
6744.00      3.64680    0.0286790 
6745.00      3.68667    0.0286779 
6746.00      3.72005    0.0286508 
6747.00      3.63770    0.0286488 
6748.00      3.57840    0.0286996 
6749.00      3.67397    0.0286187 
6750.00      3.67101    0.0286447 
6751.00      3.56900    0.0286698 
6752.00      3.50760    0.0285912 
6753.00      3.48343    0.0286643 
6754.00      3.55219    0.0285939 
6755.00      3.58949    0.0285989 
6756.00      3.63934    0.0286394 
6757.00      3.67660    0.0285509 
6758.00      3.67154    0.0285964 
6759.00      3.66301    0.0285782 
6760.00      3.67283    0.0285626 
6761.00      3.66770    0.0285788 
6762.00      3.63507    0.0285306 
6763.00      3.60090    0.0285485 
6764.00      3.55972    0.0285436 
6765.00      3.52839    0.0285217 
6766.00      3.54494    0.0285185 
6767.00      3.60503    0.0284969 
6768.00      3.60115    0.0285088 
6769.00      3.54442    0.0285090 
6770.00      3.52281    0.0284879 
6771.00      3.50073    0.0284281 
6772.00      3.46628    0.0285334 
6773.00      3.55247    0.0284733 
6774.00      3.57841    0.0284467 
6775.00      3.49055    0.0284453 
6776.00      3.34753    0.0284556 
6777.00      3.28801    0.0284554 
6778.00      3.40910    0.0284903 
6779.00      3.51534    0.0284423 
6780.00      3.56019    0.0284020 
6781.00      3.55449    0.0284667 
6782.00      3.52132    0.0284064 
6783.00      3.40475    0.0284499 
6784.00      3.32708    0.0284748 
6785.00      3.40635    0.0284557 
6786.00      3.51565    0.0284329 
6787.00      3.51651    0.0283993 
6788.00      3.46243    0.0285202 
6789.00      3.50005    0.0284106 
6790.00      3.50933    0.0284589 
6791.00      3.47991    0.0284690 
6792.00      3.51280    0.0284747 
6793.00      3.53835    0.0284409 
6794.00      3.43938    0.0284847 
6795.00      3.38700    0.0285303 
6796.00      3.44929    0.0284866 
6797.00      3.52294    0.0284824 
6798.00      3.51594    0.0284945 
6799.00      3.39063    0.0285404 
6800.00      3.29553    0.0285228 
6801.00      3.34488    0.0285270 
6802.00      3.44983    0.0285168 
6803.00      3.51577    0.0285297 
6804.00      3.48551    0.0285262 
6805.00      3.45271    0.0285526 
6806.00      3.47309    0.0285097 
6807.00      3.44659    0.0285764 
6808.00      3.45398    0.0285284 
6809.00      3.44769    0.0285101 
6810.00      3.42789    0.0285603 
6811.00      3.45007    0.0285869 
6812.00      3.48279    0.0286006 
6813.00      3.50368    0.0286719 
6814.00      3.49224    0.0287414 
6815.00      3.41474    0.0286573 
6816.00      3.38335    0.0286433 
6817.00      3.45650    0.0284732 
6818.00      3.34397    0.0286638 
6819.00      3.33743    0.0287617 
6820.00      3.37413    0.0287026 
6821.00      3.28575    0.0285329 
6822.00      3.40237    0.0284745 
6823.00      3.57824    0.0288156 
6824.00      3.64095    0.0287191 
6825.00      3.46068    0.0285555 
6826.00      3.33085    0.0284868 
6827.00      3.37761    0.0285440 
6828.00      3.41797    0.0288297 
6829.00      3.42453    0.0286425 
6830.00      3.46691    0.0284079 
6831.00      3.39143    0.0285728 
6832.00      3.39338    0.0284823 
6833.00      3.47939    0.0284438 
6834.00      3.47855    0.0284731 
6835.00      3.53949    0.0285019 
6836.00      3.53209    0.0285654 
6837.00      3.47919    0.0284984 
6838.00      3.52993    0.0284862 
6839.00      3.59278    0.0284640 
6840.00      3.57423    0.0284966 
6841.00      3.50195    0.0285374 
6842.00      3.44920    0.0285372 
6843.00      3.47368    0.0285260 
6844.00      3.49946    0.0285567 
6845.00      3.46722    0.0285638 
6846.00      3.45377    0.0286384 
6847.00      3.51609    0.0286442 
6848.00      3.56957    0.0288680 
6849.00      3.54908    0.0291872 
6850.00      3.52450    0.0289207 
6851.00      3.39417    0.0285118 
6852.00      3.45824    0.0287097 
6853.00      3.53965    0.0288277 
6854.00      3.31742    0.0288592 
6855.00      3.20934    0.0286852 
6856.00      3.04374    0.0285970 
6857.00      2.84896    0.0291559 
6858.00      2.67885    0.0293681 
6859.00      2.61385    0.0288765 
6860.00      2.61058    0.0287885 
6861.00      2.57296    0.0287498 
6862.00      2.63180    0.0286749 
6863.00      2.67720    0.0286916 
6864.00      2.72795    0.0287613 
6865.00      2.86343    0.0288491 
6866.00      2.91693    0.0288139 
6867.00      2.89848    0.0288414 
6868.00      2.96804    0.0288194 
6869.00      3.11023    0.0287073 
6870.00      3.19563    0.0289004 
6871.00      3.27835    0.0288183 
6872.00      3.25403    0.0288705 
6873.00      3.21501    0.0288249 
6874.00      3.17399    0.0289900 
6875.00      3.14853    0.0290234 
6876.00      3.09613    0.0289012 
6877.00      3.05251    0.0288686 
6878.00      3.00513    0.0289377 
6879.00      2.97446    0.0289628 
6880.00      2.99213    0.0289900 
6881.00      3.05708    0.0288294 
6882.00      3.14305    0.0289527 
6883.00      3.20802    0.0291130 
6884.00      3.20810    0.0289668 
6885.00      3.13184    0.0290943 
6886.00      3.11523    0.0291448 
6887.00      3.18177    0.0289904 
6888.00      3.21408    0.0289762 
6889.00      3.22907    0.0290423 
6890.00      3.26938    0.0290939 
6891.00      3.21899    0.0290765 
6892.00      3.07013    0.0290970 
6893.00      3.07915    0.0290009 
6894.00      3.22427    0.0291881 
6895.00      3.31865    0.0292789 
6896.00      3.28395    0.0291953 
6897.00      3.22095    0.0292095 
6898.00      3.21883    0.0294120 
6899.00      3.29212    0.0291274 
6900.00      3.28939    0.0291012 
6901.00      3.25188    0.0292649 
6902.00      3.27600    0.0293141 
6903.00      3.30552    0.0292305 
6904.00      3.30562    0.0291660 
6905.00      3.33576    0.0292247 
6906.00      3.40915    0.0294985 
6907.00      3.44885    0.0294309 
6908.00      3.38471    0.0297006 
6909.00      3.33470    0.0294535 
6910.00      3.23659    0.0291716 
6911.00      3.19064    0.0292465 
6912.00      3.25132    0.0294131 
6913.00      3.31940    0.0293758 
6914.00      3.36114    0.0292588 
6915.00      3.42252    0.0291621 
6916.00      3.50134    0.0293625 
6917.00      3.45378    0.0297532 
6918.00      3.33626    0.0294194 
6919.00      3.37820    0.0292436 
6920.00      3.39827    0.0292262 
6921.00      3.31952    0.0292944 
6922.00      3.31724    0.0292769 
6923.00      3.34848    0.0292605 
6924.00      3.30685    0.0293486 
6925.00      3.25931    0.0294860 
6926.00      3.29904    0.0292826 
6927.00      3.36670    0.0291885 
6928.00      3.32080    0.0293657 
6929.00      3.26560    0.0294351 
6930.00      3.37034    0.0292827 
6931.00      3.30381    0.0292722 
6932.00      3.24147    0.0293539 
6933.00      3.32593    0.0296910 
6934.00      3.46635    0.0297747 
6935.00      3.36458    0.0295445 
6936.00      3.26322    0.0291444 
6937.00      3.21435    0.0293401 
6938.00      3.16274    0.0294088 
6939.00      3.11635    0.0294711 
6940.00      3.08060    0.0291874 
6941.00      3.17976    0.0291083 
6942.00      3.30314    0.0293903 
6943.00      3.26914    0.0296582 
6944.00      3.25607    0.0292643 
6945.00      3.39126    0.0290344 
6946.00      3.39626    0.0291117 
6947.00      3.37575    0.0290115 
6948.00      3.33626    0.0290234 
6949.00      3.32028    0.0289024 
6950.00      3.30891    0.0289979 
6951.00      3.32678    0.0288933 
6952.00      3.32476    0.0289191 
6953.00      3.31810    0.0288875 
6954.00      3.38960    0.0288716 
6955.00      3.44350    0.0289310 
6956.00      3.38807    0.0289104 
6957.00      3.38610    0.0287615 
6958.00      3.41380    0.0288441 
6959.00      3.28862    0.0288047 
6960.00      3.08536    0.0289847 
6961.00      3.12442    0.0288006 
6962.00      3.21315    0.0288716 
6963.00      3.24860    0.0291697 
6964.00      3.33596    0.0291241 
6965.00      3.44395    0.0288917 
6966.00      3.45891    0.0288735 
6967.00      3.45276    0.0289546 
6968.00      3.33935    0.0291339 
6969.00      3.26974    0.0289783 
6970.00      3.21687    0.0289686 
6971.00      3.26109    0.0289766 
6972.00      3.27342    0.0293510 
6973.00      3.21152    0.0291660 
6974.00      3.27810    0.0290788 
6975.00      3.32213    0.0291094 
6976.00      3.27289    0.0290294 
6977.00      3.24306    0.0291892 
6978.00      3.27787    0.0291076 
6979.00      3.28526    0.0291352 
6980.00      3.26622    0.0292092 
6981.00      3.26122    0.0291531 
6982.00      3.28811    0.0292590 
6983.00      3.32790    0.0291919 
6984.00      3.34937    0.0291954 
6985.00      3.31994    0.0292576 
6986.00      3.26922    0.0292438 
6987.00      3.27270    0.0293093 
6988.00      3.31568    0.0293184 
6989.00      3.36644    0.0293281 
6990.00      3.34239    0.0293641 
6991.00      3.37858    0.0292859 
6992.00      3.38724    0.0293242 
6993.00      3.32560    0.0294098 
6994.00      3.30354    0.0293822 
6995.00      3.30114    0.0294548 
6996.00      3.37522    0.0294120 
6997.00      3.39598    0.0295550 
6998.00      3.31035    0.0294549 
6999.00      3.21340    0.0294136 
7000.00      3.25160    0.0295274 
7001.00      3.33368    0.0294924 
7002.00      3.39209    0.0294104 
7003.00      3.31649    0.0294400 
7004.00      3.25104    0.0295377 
7005.00      3.23301    0.0296824 
7006.00      3.27665    0.0294344 
7007.00      3.30956    0.0296299 
7008.00      3.36134    0.0294636 
7009.00      3.34214    0.0294815 
7010.00      3.27236    0.0295765 
7011.00      3.26644    0.0294774 
7012.00      3.29513    0.0295921 
7013.00      3.34167    0.0295280 
7014.00      3.31451    0.0295817 
7015.00      3.24652    0.0295431 
7016.00      3.24227    0.0295699 
7017.00      3.27944    0.0296113 
7018.00      3.29734    0.0295809 
7019.00      3.27616    0.0295933 
7020.00      3.24622    0.0296228 
7021.00      3.24784    0.0295766 
7022.00      3.34565    0.0296744 
7023.00      3.38062    0.0295534 
7024.00      3.29577    0.0296461 
7025.00      3.23270    0.0296686 
7026.00      3.21123    0.0297171 
7027.00      3.25741    0.0296055 
7028.00      3.24583    0.0296774 
7029.00      3.25940    0.0296837 
7030.00      3.32633    0.0297246 
7031.00      3.36608    0.0296907 
7032.00      3.29487    0.0297785 
7033.00      3.25193    0.0297084 
7034.00      3.23344    0.0298017 
7035.00      3.22957    0.0297770 
7036.00      3.33630    0.0297195 
7037.00      3.40484    0.0297868 
7038.00      3.26329    0.0297801 
7039.00      3.22909    0.0298114 
7040.00      3.28020    0.0297271 
7041.00      3.22957    0.0298745 
7042.00      3.23475    0.0298773 
7043.00      3.31240    0.0297576 
7044.00      3.27384    0.0298372 
7045.00      3.23763    0.0298432 
7046.00      3.32147    0.0298137 
7047.00      3.36736    0.0298273 
7048.00      3.31932    0.0298262 
7049.00      3.26877    0.0299160 
7050.00      3.25418    0.0298127 
7051.00      3.26164    0.0298390 
7052.00      3.29891    0.0298351 
7053.00      3.30423    0.0298999 
7054.00      3.26861    0.0298516 
7055.00      3.28583    0.0298460 
7056.00      3.30169    0.0298774 
7057.00      3.26662    0.0298285 
7058.00      3.20236    0.0298245 
7059.00      3.24654    0.0298708 
7060.00      3.42973    0.0297980 
7061.00      3.51951    0.0298008 
7062.00      3.66474    0.0298550 
7063.00      4.07883    0.0299585 
7064.00      4.92715    0.0298275 
7065.00      5.69967    0.0296056 
7066.00      5.96320    0.0297179 
7067.00      5.87668    0.0297819 
7068.00      5.60183    0.0297751 
7069.00      5.17885    0.0296073 
7070.00      4.54038    0.0296523 
7071.00      3.86455    0.0297366 
7072.00      3.39000    0.0297184 
7073.00      3.20271    0.0296228 
7074.00      3.23938    0.0296382 
7075.00      3.36055    0.0294985 
7076.00      3.34803    0.0296012 
7077.00      3.36092    0.0295612 
7078.00      3.38868    0.0294699 
7079.00      3.32241    0.0295896 
7080.00      3.27613    0.0294715 
7081.00      3.30549    0.0294640 
7082.00      3.33314    0.0295438 
7083.00      3.31696    0.0294548 
7084.00      3.21561    0.0294220 
7085.00      3.14570    0.0294716 
7086.00      3.19928    0.0294279 
7087.00      3.28279    0.0294215 
7088.00      3.29744    0.0293400 
7089.00      3.26359    0.0294465 
7090.00      3.21100    0.0293103 
7091.00      3.20884    0.0293799 
7092.00      3.27158    0.0293013 
7093.00      3.27246    0.0293167 
7094.00      3.23885    0.0292950 
7095.00      3.22491    0.0292592 
7096.00      3.19408    0.0292768 
7097.00      3.20712    0.0292428 
7098.00      3.26107    0.0291670 
7099.00      3.25524    0.0292386 
7100.00      3.26378    0.0291613 
7101.00      3.30500    0.0291679 
7102.00      3.33626    0.0291768 
7103.00      3.31279    0.0291062 
7104.00      3.21595    0.0291943 
7105.00      3.24219    0.0290838 
7106.00      3.34878    0.0291587 
7107.00      3.42310    0.0290683 
7108.00      3.38621    0.0290883 
7109.00      3.27223    0.0291391 
7110.00      3.23894    0.0291773 
7111.00      3.33207    0.0291135 
7112.00      3.32972    0.0291504 
7113.00      3.31245    0.0291562 
7114.00      3.32292    0.0291369 
7115.00      3.34900    0.0291632 
7116.00      3.33437    0.0292095 
7117.00      3.34112    0.0291627 
7118.00      3.31809    0.0292455 
7119.00      3.30533    0.0291900 
7120.00      3.30267    0.0291929 
7121.00      3.26359    0.0292720 
7122.00      3.28994    0.0292263 
7123.00      3.30989    0.0291581 
7124.00      3.24881    0.0292815 
7125.00      3.24612    0.0291595 
7126.00      3.24372    0.0292575 
7127.00      3.20455    0.0292083 
7128.00      3.23287    0.0291610 
7129.00      3.26087    0.0292039 
7130.00      3.30602    0.0291641 
7131.00      3.41662    0.0292170 
7132.00      3.69114    0.0291383 
7133.00      4.43205    0.0295562 
7134.00      6.68839    0.0294424 
7135.00      9.69859    0.0289645 
7136.00      11.4721    0.0289915 
7137.00      11.5079    0.0290549 
7138.00      10.4895    0.0292291 
7139.00      9.17690    0.0291118 
7140.00      7.60262    0.0290408 
7141.00      5.75609    0.0291424 
7142.00      4.15288    0.0293346 
7143.00      3.43076    0.0291651 
7144.00      3.25329    0.0290718 
7145.00      3.17250    0.0290402 
7146.00      3.16987    0.0290438 
7147.00      3.17628    0.0290430 
7148.00      3.11717    0.0291076 
7149.00      3.12369    0.0291558 
7150.00      3.18278    0.0290438 
7151.00      3.11912    0.0291420 
7152.00      3.04006    0.0291751 
7153.00      3.03919    0.0291804 
7154.00      3.15931    0.0291722 
7155.00      3.18717    0.0291506 
7156.00      3.07451    0.0292521 
7157.00      3.01467    0.0291661 
7158.00      2.98943    0.0292472 
7159.00      3.02956    0.0292866 
7160.00      3.05689    0.0291859 
7161.00      3.01220    0.0292087 
7162.00      2.96323    0.0292081 
7163.00      2.92535    0.0292633 
7164.00      2.94407    0.0292424 
7165.00      2.97302    0.0292192 
7166.00      3.03303    0.0292402 
7167.00      3.08048    0.0291496 
7168.00      3.05883    0.0292245 
7169.00      3.03607    0.0292205 
7170.00      3.02708    0.0291370 
7171.00      3.00269    0.0291703 
7172.00      2.98734    0.0291094 
7173.00      2.94876    0.0291936 
7174.00      2.87219    0.0291317 
7175.00      2.82161    0.0291422 
7176.00      2.92544    0.0291464 
7177.00      2.95959    0.0290577 
7178.00      2.87960    0.0291232 
7179.00      2.82308    0.0291679 
7180.00      2.89605    0.0290867 
7181.00      2.98413    0.0291527 
7182.00      3.00083    0.0290373 
7183.00      2.95726    0.0292031 
7184.00      2.92347    0.0290842 
7185.00      2.92213    0.0291615 
7186.00      2.97308    0.0290618 
7187.00      2.98794    0.0291309 
7188.00      3.02049    0.0291400 
7189.00      3.00692    0.0291032 
7190.00      2.98778    0.0291078 
7191.00      2.94353    0.0291244 
7192.00      2.85679    0.0291187 
7193.00      2.89246    0.0291958 
7194.00      2.98373    0.0290590 
7195.00      2.98450    0.0291047 
7196.00      2.98069    0.0291922 
7197.00      3.11963    0.0290913 
7198.00      3.20793    0.0291558 
7199.00      3.18091    0.0291031 
7200.00      3.15713    0.0291138 
7201.00      3.20141    0.0291586 
7202.00      3.26089    0.0291027 
7203.00      3.22089    0.0291473 
7204.00      3.14885    0.0290962 
7205.00      3.15711    0.0291554 
7206.00      3.19825    0.0291340 
7207.00      3.20361    0.0290543 
7208.00      3.06384    0.0291914 
7209.00      2.97866    0.0291009 
7210.00      3.02849    0.0291220 
7211.00      3.06349    0.0290729 
7212.00      3.01129    0.0291465 
7213.00      3.07209    0.0291726 
7214.00      3.19706    0.0290456 
7215.00      3.15676    0.0291513 
7216.00      3.09128    0.0291352 
7217.00      3.08581    0.0290805 
7218.00      3.11875    0.0291024 
7219.00      3.14964    0.0291476 
7220.00      3.09039    0.0290823 
7221.00      2.95279    0.0291235 
7222.00      2.89845    0.0291608 
7223.00      2.89319    0.0295330 
7224.00      2.84587    0.0296651 
7225.00      2.87880    0.0296573 
7226.00      2.89014    0.0291959 
7227.00      2.65126    0.0292715 
7228.00      2.67890    0.0292975 
7229.00      2.91776    0.0295645 
7230.00      3.15781    0.0296182 
7231.00      3.29776    0.0291375 
7232.00      3.26176    0.0291866 
7233.00      3.41180    0.0295067 
7234.00      3.46029    0.0296889 
7235.00      3.59402    0.0294773 
7236.00      3.85944    0.0290034 
7237.00      4.04471    0.0292523 
7238.00      3.98242    0.0300523 
7239.00      3.72877    0.0295037 
7240.00      3.53218    0.0293096 
7241.00      3.37545    0.0292205 
7242.00      3.15367    0.0291675 
7243.00      2.96671    0.0291959 
7244.00      3.00897    0.0290805 
7245.00      3.06418    0.0290809 
7246.00      3.02022    0.0292460 
7247.00      3.07895    0.0291858 
7248.00      3.13817    0.0291210 
7249.00      3.04094    0.0291074 
7250.00      2.94296    0.0290657 
7251.00      2.88917    0.0290911 
7252.00      2.89375    0.0290840 
7253.00      2.91801    0.0291383 
7254.00      2.98133    0.0290003 
7255.00      3.06247    0.0291552 
7256.00      3.13087    0.0289611 
7257.00      3.04098    0.0292366 
7258.00      3.00546    0.0290979 
7259.00      3.04312    0.0290971 
7260.00      3.07552    0.0297922 
7261.00      2.93276    0.0304479 
7262.00      2.80492    0.0294422 
7263.00      2.80944    0.0288387 
7264.00      3.01450    0.0292030 
7265.00      3.04859    0.0294670 
7266.00      2.80942    0.0292976 
7267.00      2.85609    0.0290021 
7268.00      3.07239    0.0291298 
7269.00      3.23435    0.0303517 
7270.00      3.27296    0.0302105 
7271.00      3.07595    0.0290478 
7272.00      3.15806    0.0291458 
7273.00      3.07539    0.0291951 
7274.00      2.79175    0.0292838 
7275.00      2.66738    0.0291754 
7276.00      2.88341    0.0287615 
7277.00      3.06247    0.0295006 
7278.00      3.10099    0.0295970 
7279.00      3.26430    0.0292791 
7280.00      3.52227    0.0291929 
7281.00      3.79964    0.0291654 
7282.00      3.90914    0.0289943 
7283.00      3.92254    0.0289840 
7284.00      3.77197    0.0290977 
7285.00      3.57424    0.0291529 
7286.00      3.42781    0.0290256 
7287.00      3.17266    0.0291422 
7288.00      3.08733    0.0292622 
7289.00      3.01668    0.0294461 
7290.00      3.00424    0.0289934 
7291.00      3.03313    0.0289877 
7292.00      3.08071    0.0292564 
7293.00      3.00579    0.0290552 
7294.00      2.98939    0.0290977 
7295.00      3.09998    0.0289267 
7296.00      3.12382    0.0291272 
7297.00      3.07945    0.0294930 
7298.00      3.02906    0.0290901 
7299.00      3.02343    0.0291001 
7300.00      3.05353    0.0296838 
7301.00      3.03291    0.0303153 
7302.00      3.12868    0.0290843 
7303.00      2.83346    0.0287383 
7304.00      2.77505    0.0292603 
7305.00      2.91361    0.0293281 
7306.00      2.97389    0.0292414 
7307.00      2.94284    0.0288814 
7308.00      3.11939    0.0288601 
7309.00      3.20828    0.0300150 
7310.00      3.00769    0.0300160 
7311.00      3.01566    0.0291542 
7312.00      3.08880    0.0290714 
7313.00      3.13551    0.0292194 
7314.00      3.10155    0.0295105 
7315.00      2.96500    0.0289737 
7316.00      2.88367    0.0288988 
7317.00      3.06098    0.0291330 
7318.00      3.47671    0.0292259 
7319.00      4.04376    0.0290821 
7320.00      4.46174    0.0288397 
7321.00      4.68395    0.0289870 
7322.00      4.58296    0.0295639 
7323.00      4.31867    0.0292577 
7324.00      4.05035    0.0293549 
7325.00      3.79147    0.0302350 
7326.00      3.45449    0.0301031 
7327.00      3.06954    0.0289093 
7328.00      3.20121    0.0290234 
7329.00      3.63070    0.0294189 
7330.00      3.87758    0.0295117 
7331.00      4.02661    0.0292248 
7332.00      4.16991    0.0289471 
7333.00      4.37701    0.0296002 
7334.00      4.05187    0.0307440 
7335.00      3.61861    0.0298034 
7336.00      3.20692    0.0294599 
7337.00      3.00425    0.0293988 
7338.00      2.96547    0.0292759 
7339.00      2.94871    0.0295324 
7340.00      3.01321    0.0293609 
7341.00      3.01557    0.0294810 
7342.00      3.03538    0.0295354 
7343.00      3.05042    0.0298858 
7344.00      3.00183    0.0296622 
7345.00      2.92994    0.0292808 
7346.00      2.95919    0.0295315 
7347.00      3.00703    0.0295938 
7348.00      3.10234    0.0295868 
7349.00      3.03412    0.0294515 
7350.00      2.95217    0.0292514 
7351.00      3.10900    0.0297091 
7352.00      3.21170    0.0298599 
7353.00      3.22661    0.0300776 
7354.00      3.21332    0.0304628 
7355.00      2.99992    0.0294254 
7356.00      2.90575    0.0291666 
7357.00      2.89991    0.0294744 
7358.00      2.89006    0.0296302 
7359.00      2.90981    0.0295912 
7360.00      2.92124    0.0292043 
7361.00      3.18112    0.0292490 
7362.00      3.22904    0.0301750 
7363.00      3.13495    0.0301982 
7364.00      3.08576    0.0295973 
7365.00      3.08175    0.0293332 
7366.00      3.12274    0.0294669 
7367.00      3.17781    0.0293462 
7368.00      3.13020    0.0294428 
7369.00      3.03224    0.0294759 
7370.00      2.97402    0.0294185 
7371.00      2.97939    0.0294897 
7372.00      2.96035    0.0294952 
7373.00      3.00789    0.0295492 
7374.00      3.10263    0.0294886 
7375.00      3.11577    0.0295983 
7376.00      3.14947    0.0297374 
7377.00      3.22392    0.0297879 
7378.00      3.20772    0.0295695 
7379.00      3.21079    0.0294776 
7380.00      3.18627    0.0295558 
7381.00      3.16105    0.0297060 
7382.00      3.22938    0.0295406 
7383.00      3.24490    0.0294452 
7384.00      3.19430    0.0295025 
7385.00      3.07558    0.0298634 
7386.00      2.97000    0.0303058 
7387.00      2.93596    0.0298130 
7388.00      2.88278    0.0292844 
7389.00      2.93709    0.0293351 
7390.00      2.84721    0.0295669 
7391.00      2.81032    0.0295521 
7392.00      2.81870    0.0294004 
7393.00      2.87201    0.0291162 
7394.00      3.05056    0.0296440 
7395.00      3.08005    0.0299112 
7396.00      3.02495    0.0296754 
7397.00      3.06530    0.0292739 
7398.00      3.04175    0.0292973 
