#
# Nicastro et al. 2018 RGS2 Spectrum
#
# Column1: wavelength (angstrom), column2: err_wavelength
# Column3: flux (Jansky), column4: err_flux
# Column 5: Best-fit model, 6: continuum
#
wavelength                      err_wavelength                  flux                            err_flux                        model                           continuum
1.034000110000000028e+01        1.000018599999999945e-02        2.702424810000000165e-06        1.060052950000000000e-07        2.614214280000000022e-06        2.614214280000000022e-06
1.036500069999999951e+01        1.500006109999999990e-02        2.486866150000000096e-06        8.309464760000000407e-08        2.623910180000000066e-06        2.623910180000000066e-06
1.039000030000000052e+01        9.999565780000000542e-03        2.590099479999999793e-06        1.032909789999999982e-07        2.633234999999999955e-06        2.633234999999999955e-06
1.041000080000000061e+01        1.000059019999999937e-02        2.658105590000000173e-06        1.045190319999999947e-07        2.640665800000000006e-06        2.640665800000000006e-06
1.043000029999999967e+01        9.999307799999999219e-03        2.621336989999999927e-06        1.032239250000000043e-07        2.648097730000000132e-06        2.648097730000000132e-06
1.045000079999999976e+01        1.000041789999999917e-02        2.711946540000000083e-06        1.055267660000000007e-07        2.655530809999999983e-06        2.655530809999999983e-06
1.047500040000000077e+01        1.499994009999999940e-02        2.571738609999999959e-06        8.525417880000000103e-08        2.665100510000000059e-06        2.665100510000000059e-06
1.050500010000000017e+01        1.499950419999999951e-02        2.532227429999999847e-06        8.338838600000000259e-08        2.676425310000000025e-06        2.676425310000000025e-06
1.053000070000000044e+01        1.000060139999999972e-02        2.657405279999999843e-06        1.043563599999999939e-07        2.685723079999999834e-06        2.685723079999999834e-06
1.055500029999999967e+01        1.499962810000000056e-02        2.520063839999999929e-06        8.298886200000000516e-08        2.695018340000000068e-06        2.695018340000000068e-06
1.058000089999999993e+01        1.000055210000000069e-02        2.804921910000000099e-06        1.069473469999999995e-07        2.704318599999999804e-06        2.704318599999999804e-06
1.060000040000000077e+01        9.999505239999999587e-03        2.736165470000000054e-06        1.052680859999999944e-07        2.712199599999999873e-06        2.712199599999999873e-06
1.062000079999999969e+01        1.000040490000000080e-02        2.785756349999999920e-06        1.065575860000000007e-07        2.719649500000000176e-06        2.719649500000000176e-06
1.064000030000000052e+01        9.999465199999999984e-03        2.722444609999999800e-06        1.051269720000000033e-07        2.727089620000000153e-06        2.727089620000000153e-06
1.066000080000000061e+01        1.000049060000000010e-02        2.707429760000000074e-06        1.057068810000000000e-07        2.734530429999999881e-06        2.734530429999999881e-06
1.068000029999999967e+01        9.999667289999999986e-03        2.737220710000000189e-06        1.046429569999999956e-07        2.741971910000000134e-06        2.741971910000000134e-06
1.070000079999999976e+01        1.000027640000000079e-02        2.807106060000000155e-06        1.063136990000000016e-07        2.749425679999999864e-06        2.749425679999999864e-06
1.072000030000000059e+01        9.999576019999999524e-03        2.801169789999999856e-06        1.060139640000000007e-07        2.757307810000000009e-06        2.757307810000000009e-06
1.074000069999999951e+01        1.000032390000000007e-02        2.754722569999999992e-06        1.062751450000000003e-07        2.764749980000000011e-06        2.764749980000000011e-06
1.076000020000000035e+01        9.999754839999999700e-03        2.781409189999999837e-06        1.067702369999999953e-07        2.772192150000000014e-06        2.772192150000000014e-06
1.078000070000000044e+01        1.000009200000000036e-02        2.871853669999999844e-06        1.059619950000000012e-07        2.779634310000000192e-06        2.779634310000000192e-06
1.080000019999999950e+01        1.000022419999999947e-02        2.916531000000000164e-06        1.074565079999999960e-07        2.787076940000000169e-06        2.787076940000000169e-06
1.082000060000000019e+01        1.000015069999999999e-02        2.823548580000000197e-06        1.060806840000000006e-07        2.794554119999999904e-06        2.794554119999999904e-06
1.084000110000000028e+01        9.999870319999999702e-03        2.697371199999999925e-06        1.045087429999999938e-07        2.802415569999999994e-06        2.802415569999999994e-06
1.086000059999999934e+01        9.999950420000000562e-03        2.700541239999999906e-06        1.047788770000000052e-07        2.809857509999999798e-06        2.809857509999999798e-06
1.088500020000000035e+01        1.499927139999999992e-02        2.570561489999999857e-06        8.303413779999999521e-08        2.819157769999999957e-06        2.819157769999999957e-06
1.090999979999999958e+01        1.000068619999999915e-02        2.805215670000000144e-06        1.055979270000000035e-07        2.828461670000000192e-06        2.828461670000000192e-06
1.093000029999999967e+01        9.999481030000000048e-03        2.744943459999999860e-06        1.041045789999999996e-07        2.835903619999999820e-06        2.835903619999999820e-06
1.095000079999999976e+01        1.000094789999999949e-02        2.832663090000000153e-06        1.069501889999999988e-07        2.843628639999999891e-06        2.843628639999999891e-06
1.097000120000000045e+01        9.999332019999999585e-03        2.965509789999999963e-06        1.074014259999999935e-07        2.851239509999999870e-06        2.851239509999999870e-06
1.098999979999999965e+01        9.999824690000000751e-03        2.717771849999999792e-06        1.041493360000000030e-07        2.858679180000000121e-06        2.858679180000000121e-06
1.101000020000000035e+01        1.000012270000000085e-02        2.979517379999999960e-06        1.088585650000000058e-07        2.866118620000000174e-06        2.866118620000000174e-06
1.103000070000000044e+01        1.000022520000000067e-02        2.876662390000000072e-06        1.067831260000000045e-07        2.873557610000000076e-06        2.873557610000000076e-06
1.105000109999999935e+01        1.000071880000000073e-02        2.881653700000000053e-06        1.066675780000000038e-07        2.880996359999999954e-06        2.880996359999999954e-06
1.107000159999999944e+01        9.999248199999999712e-03        2.755106150000000174e-06        1.044299509999999970e-07        2.888741160000000203e-06        2.888741160000000203e-06
1.109000110000000028e+01        1.000052780000000065e-02        3.086689729999999829e-06        1.099475920000000019e-07        2.896325900000000052e-06        2.896325900000000052e-06
1.111000160000000037e+01        9.999841449999999701e-03        2.862322160000000024e-06        1.067342620000000055e-07        2.903761469999999830e-06        2.903761469999999830e-06
1.113000109999999943e+01        9.999548089999999237e-03        2.874858409999999899e-06        1.072047619999999964e-07        2.911196589999999881e-06        2.911196589999999881e-06
1.115000060000000026e+01        1.000025499999999956e-02        2.729669630000000045e-06        1.044796750000000054e-07        2.918630799999999808e-06        2.918630799999999808e-06
1.117000009999999932e+01        9.999573229999999396e-03        2.869887109999999871e-06        1.072936729999999994e-07        2.926064329999999810e-06        2.926064329999999810e-06
1.119000050000000002e+01        1.000049989999999937e-02        2.781167040000000024e-06        1.058725369999999991e-07        2.933826179999999861e-06        2.933826179999999861e-06
1.121000100000000010e+01        1.000003330000000072e-02        2.966088230000000150e-06        1.095433219999999937e-07        2.941383399999999832e-06        2.941383399999999832e-06
1.123000049999999916e+01        9.999370199999999681e-03        2.982972089999999835e-06        1.096542090000000008e-07        2.948813059999999982e-06        2.948813059999999982e-06
1.125000000000000000e+01        1.000033690000000017e-02        2.898906809999999820e-06        1.084647320000000060e-07        2.956241590000000057e-06        2.956241590000000057e-06
1.127000050000000009e+01        9.999899189999999702e-03        3.048802679999999911e-06        1.117849490000000050e-07        2.963669429999999959e-06        2.963669429999999959e-06
1.129000090000000078e+01        1.000049520000000081e-02        2.948307610000000080e-06        1.076638580000000048e-07        2.971095910000000009e-06        2.971095910000000009e-06
1.131000140000000087e+01        9.999676609999999174e-03        2.861775560000000140e-06        1.075823659999999944e-07        2.978873909999999988e-06        2.978873909999999988e-06
1.133000089999999993e+01        1.000051480000000055e-02        2.867922830000000122e-06        1.073698999999999958e-07        2.986400889999999953e-06        2.986400889999999953e-06
1.135000130000000063e+01        9.999313390000000301e-03        3.115721260000000127e-06        1.111876030000000052e-07        2.993822819999999804e-06        2.993822819999999804e-06
1.137000079999999969e+01        1.000040209999999985e-02        3.002352059999999996e-06        1.093967509999999936e-07        3.001243160000000028e-06        3.001243160000000028e-06
1.139000030000000052e+01        9.999440979999999618e-03        3.169882800000000211e-06        1.122783219999999980e-07        3.008662359999999928e-06        3.008662359999999928e-06
1.140999979999999958e+01        1.000016459999999996e-02        3.122350789999999958e-06        1.126840699999999943e-07        3.016079970000000201e-06        3.016079970000000201e-06
1.143000029999999967e+01        1.000008169999999988e-02        3.060629979999999879e-06        1.183431449999999996e-07        3.023871610000000107e-06        3.023871610000000107e-06
1.144999980000000050e+01        9.999813510000000322e-03        3.044593090000000172e-06        1.138159859999999938e-07        3.031366760000000018e-06        3.031366760000000018e-06
1.147000030000000059e+01        9.999991390000000785e-03        2.993736419999999791e-06        1.170439889999999989e-07        3.038778909999999967e-06        3.038778909999999967e-06
1.149500079999999969e+01        1.500032190000000036e-02        2.726803360000000209e-06        9.702889509999999949e-08        3.048391139999999948e-06        3.048391139999999948e-06
1.152000050000000009e+01        9.999960659999999543e-03        3.074964750000000026e-06        1.139788350000000014e-07        3.057818049999999803e-06        3.057818049999999803e-06
1.154000090000000078e+01        1.000014129999999939e-02        3.060267320000000197e-06        1.180796050000000056e-07        3.065397099999999975e-06        3.065397099999999975e-06
1.156000140000000087e+01        1.000014320000000047e-02        3.141906750000000071e-06        1.239097859999999938e-07        3.073091649999999842e-06        3.073091649999999842e-06
1.158000089999999993e+01        9.999318050000000763e-03        2.969740760000000178e-06        1.150134070000000063e-07        3.080495840000000139e-06        3.080495840000000139e-06
1.160000040000000077e+01        1.000024939999999939e-02        3.081768449999999983e-06        1.114700720000000014e-07        3.087898679999999986e-06        3.087898679999999986e-06
1.162000079999999969e+01        1.000036020000000074e-02        3.131898210000000104e-06        1.115166479999999989e-07        3.095299690000000182e-06        3.095299690000000182e-06
1.164000030000000052e+01        9.998989289999999502e-03        3.045342279999999937e-06        1.108922940000000057e-07        3.102698200000000203e-06        3.102698200000000203e-06
1.165999979999999958e+01        1.000069919999999925e-02        3.026315880000000152e-06        1.111738400000000020e-07        3.110286800000000079e-06        3.110286800000000079e-06
1.168000029999999967e+01        9.999620730000000415e-03        2.873447779999999985e-06        1.099797800000000054e-07        3.117946329999999966e-06        3.117946329999999966e-06
1.170000079999999976e+01        1.000099259999999955e-02        3.163888550000000077e-06        1.135825089999999977e-07        3.125338480000000210e-06        3.125338480000000210e-06
1.172000120000000045e+01        9.999555539999999826e-03        3.046039639999999942e-06        1.109556460000000040e-07        3.132727900000000080e-06        3.132727900000000080e-06
1.174000069999999951e+01        9.999919680000000227e-03        3.082540389999999899e-06        1.115689229999999966e-07        3.140114809999999950e-06        3.140114809999999950e-06
1.176000119999999960e+01        1.000011150000000050e-02        2.926735759999999986e-06        1.098657020000000035e-07        3.147499680000000044e-06        3.147499680000000044e-06
1.178000070000000044e+01        9.999464269999999363e-03        3.124082920000000170e-06        1.128719089999999940e-07        3.155097370000000071e-06        3.155097370000000071e-06
1.180000019999999950e+01        9.999976489999999607e-03        3.396587539999999920e-06        1.176669359999999969e-07        3.162719390000000051e-06        3.162719390000000051e-06
1.181999970000000033e+01        1.000032110000000085e-02        3.280813419999999973e-06        1.166413449999999995e-07        3.170096529999999845e-06        3.170096529999999845e-06
1.184000110000000028e+01        1.000049620000000028e-02        3.145405339999999877e-06        1.136843929999999970e-07        3.177471169999999887e-06        3.177471169999999887e-06
1.186000160000000037e+01        9.999824690000000751e-03        3.150140629999999919e-06        1.139107159999999956e-07        3.184843079999999979e-06        3.184843079999999979e-06
1.188000109999999943e+01        9.999653319999999429e-03        3.115949310000000037e-06        1.128170839999999973e-07        3.192212029999999921e-06        3.192212029999999921e-06
1.190000060000000026e+01        9.999991390000000785e-03        3.124568369999999943e-06        1.133537989999999959e-07        3.199816549999999948e-06        3.199816549999999948e-06
1.192000009999999932e+01        1.000016280000000021e-02        3.357408790000000156e-06        1.179723839999999959e-07        3.207400369999999847e-06        3.207400369999999847e-06
1.194000050000000002e+01        9.999480099999999427e-03        3.095010919999999815e-06        1.141602079999999980e-07        3.214760679999999789e-06        3.214760679999999789e-06
1.196000000000000085e+01        1.000068710000000076e-02        3.204786250000000101e-06        1.157495150000000018e-07        3.222118720000000177e-06        3.222118720000000177e-06
1.198000049999999916e+01        9.999664499999999859e-03        3.201930669999999868e-06        1.155051449999999976e-07        3.229473799999999993e-06        3.229473799999999993e-06
1.200000000000000000e+01        9.999850759999999797e-03        3.264196040000000054e-06        1.171756669999999996e-07        3.236825709999999956e-06        3.236825709999999956e-06
1.202000050000000009e+01        1.000056700000000014e-02        3.422863069999999952e-06        1.195434439999999964e-07        3.244435669999999811e-06        3.244435669999999811e-06
1.204000090000000078e+01        9.999726900000000321e-03        3.144894210000000123e-06        1.150778890000000009e-07        3.251979020000000078e-06        3.251979020000000078e-06
1.206000039999999984e+01        9.999413040000000238e-03        3.310010470000000148e-06        1.171207489999999964e-07        3.259321599999999867e-06        3.259321599999999867e-06
1.207999990000000068e+01        1.000033510000000042e-02        3.163147990000000066e-06        1.156137510000000022e-07        3.266660999999999978e-06        3.266660999999999978e-06
1.209999939999999974e+01        9.999690579999999732e-03        3.129679729999999818e-06        1.172380449999999985e-07        3.274043589999999848e-06        3.274043589999999848e-06
1.211999989999999983e+01        1.000029030000000076e-02        3.293597959999999911e-06        1.203686400000000018e-07        3.281577389999999989e-06        3.281577389999999989e-06
1.214000030000000052e+01        1.000002210000000037e-02        2.247036489999999850e-06        8.251128489999999666e-08        2.221973770000000001e-06        3.289206230000000145e-06
1.216000080000000061e+01        1.000029969999999963e-02        2.976337329999999879e-06        1.153723659999999999e-07        3.296709109999999933e-06        3.296709109999999933e-06
1.218000029999999967e+01        9.999702679999999955e-03        3.514311170000000036e-06        1.233208169999999942e-07        3.304033500000000017e-06        3.304033500000000017e-06
1.220000079999999976e+01        1.000036950000000001e-02        3.242788349999999986e-06        1.182394839999999996e-07        3.311354700000000177e-06        3.311354700000000177e-06
1.222000120000000045e+01        1.000016280000000021e-02        3.434670590000000165e-06        1.202690209999999999e-07        3.318672499999999861e-06        3.318672499999999861e-06
1.224000069999999951e+01        9.999792089999999176e-03        3.364579919999999944e-06        1.202659230000000116e-07        3.325986879999999845e-06        3.325986879999999845e-06
1.226000119999999960e+01        9.999981150000000069e-03        3.312762829999999915e-06        1.200175320000000061e-07        3.333603899999999899e-06        3.333603899999999899e-06
1.228000070000000044e+01        1.000001099999999962e-02        3.521315880000000072e-06        1.223985890000000010e-07        3.341063120000000129e-06        3.341063120000000129e-06
1.230000019999999950e+01        9.999881500000000131e-03        3.410582169999999915e-06        1.206081490000000016e-07        3.348366590000000136e-06        3.348366590000000136e-06
1.232000060000000019e+01        1.000032200000000072e-02        3.321171330000000040e-06        1.192330789999999885e-07        3.355666420000000068e-06        3.355666420000000068e-06
1.234000110000000028e+01        9.999874980000000163e-03        3.368946860000000205e-06        1.194302539999999996e-07        3.362962840000000123e-06        3.362962840000000123e-06
1.236000059999999934e+01        1.000000069999999915e-02        3.556807310000000027e-06        1.240109529999999994e-07        3.370255629999999929e-06        3.370255629999999929e-06
1.238000109999999943e+01        9.999969969999999639e-03        3.107461679999999802e-06        1.158546749999999998e-07        3.377873100000000133e-06        3.377873100000000133e-06
1.240000060000000026e+01        9.999780919999999573e-03        3.476599199999999946e-06        1.233944859999999892e-07        3.385287529999999882e-06        3.385287529999999882e-06
1.242000099999999918e+01        1.000017670000000018e-02        3.347037359999999886e-06        1.208569669999999943e-07        3.392568490000000184e-06        3.392568490000000184e-06
1.244000050000000002e+01        9.999674740000000575e-03        3.526982939999999807e-06        1.230743290000000097e-07        3.399845809999999988e-06        3.399845809999999988e-06
1.246000100000000010e+01        1.000050639999999942e-02        3.345077400000000138e-06        1.195203789999999993e-07        3.407119270000000189e-06        3.407119270000000189e-06
1.248000049999999916e+01        9.999691510000000352e-03        3.277595169999999811e-06        1.190297570000000064e-07        3.414389080000000068e-06        3.414389080000000068e-06
1.250000099999999925e+01        1.000021859999999929e-02        3.543410229999999872e-06        1.232142920000000078e-07        3.422005420000000196e-06        3.422005420000000196e-06
1.252000050000000009e+01        9.999464269999999363e-03        3.398295800000000153e-06        1.223489650000000113e-07        3.429373689999999789e-06        3.429373689999999789e-06
1.253999999999999915e+01        1.000044219999999921e-02        3.961198669999999914e-06        1.291139280000000041e-07        3.436631000000000063e-06        3.436631000000000063e-06
1.256000039999999984e+01        9.999755770000000321e-03        3.371041199999999948e-06        1.222384329999999949e-07        3.443884449999999888e-06        3.443884449999999888e-06
1.258000089999999993e+01        1.000043469999999969e-02        3.445868060000000088e-06        1.227881649999999905e-07        3.451133580000000136e-06        3.451133580000000136e-06
1.260000130000000063e+01        9.999821889999999797e-03        3.611631879999999886e-06        1.240072719999999874e-07        3.458379069999999885e-06        3.458379069999999885e-06
1.262000079999999969e+01        1.000020000000000076e-02        3.455445950000000014e-06        1.211632820000000016e-07        3.465993129999999789e-06        3.465993129999999789e-06
1.264000129999999977e+01        9.999662640000000352e-03        3.351222629999999919e-06        1.211650870000000112e-07        3.473313879999999799e-06        3.473313879999999799e-06
1.266000080000000061e+01        1.000012550000000007e-02        3.514767060000000154e-06        1.230503839999999967e-07        3.480545959999999819e-06        3.480545959999999819e-06
1.268000029999999967e+01        9.999669160000000320e-03        3.487806229999999819e-06        1.233629799999999979e-07        3.487773710000000014e-06        3.487773710000000014e-06
1.270000079999999976e+01        1.000061070000000073e-02        3.586104869999999942e-06        1.245119140000000025e-07        3.494997369999999984e-06        3.494997369999999984e-06
1.272000120000000045e+01        9.999464269999999363e-03        3.542827699999999883e-06        1.234696190000000008e-07        3.502217169999999928e-06        3.502217169999999928e-06
1.274000069999999951e+01        1.000011249999999997e-02        3.580678820000000119e-06        1.249008789999999990e-07        3.509827140000000031e-06        3.509827140000000031e-06
1.276000020000000035e+01        9.999834000000000847e-03        3.509633419999999927e-06        1.228105619999999997e-07        3.517099230000000133e-06        3.517099230000000133e-06
1.278000070000000044e+01        1.000019069999999975e-02        3.517270669999999885e-06        1.249401999999999901e-07        3.524304930000000175e-06        3.524304930000000175e-06
