#
# QSO damped Ly-alpha (DLA) System
# Background QSO J021741.8-370100 (z_em=2.910)
# DLA redshift: z_abs=2.429
#
# Source: ESO UVES Database
# Table : spectrum_qso_34.424-37.017.tbl
#
wave      flux_norm     model
4085.863  5.24602e-02   9.6991796168349709e-01
4085.890 -2.30225e-02   9.6989852426624423e-01
4085.917  4.49827e-03   9.6987906811282865e-01
4085.944  1.96654e-02   9.6985959318714343e-01
4085.971  1.14169e-02   9.6984009945274485e-01
4085.998  7.27086e-03   9.6982058690707218e-01
4086.025 -3.38258e-03   9.6980105551635243e-01
4086.052 -2.33156e-02   9.6978150525703388e-01
4086.080 -2.43913e-02   9.6976193610526074e-01
4086.107 -2.17829e-02   9.6974234803681636e-01
4086.134 -1.17845e-02   9.6972274102711797e-01
4086.161 -5.52079e-05   9.6970311505128315e-01
4086.188  1.19872e-03   9.6968347009464484e-01
4086.215 -5.03431e-03   9.6966380611133052e-01
4086.242 -1.26792e-02   9.6964412308934667e-01
4086.269 -1.94550e-02   9.6962442101635504e-01
4086.296 -1.74434e-02   9.6960469985575226e-01
4086.323 -4.99810e-02   9.6958495957059310e-01
4086.351 -4.12192e-02   9.6956520015780834e-01
4086.378 -2.89212e-03   9.6954542158312351e-01
4086.405 -2.72471e-03   9.6952562382247964e-01
4086.432 -2.61300e-03   9.6950580685151588e-01
4086.459  3.76865e-03   9.6948597064550646e-01
4086.486 -1.16953e-02   9.6946611517936154e-01
4086.513 -4.50921e-02   9.6944624042768812e-01
4086.540 -4.56873e-02   9.6942634637530711e-01
4086.567 -2.83140e-02   9.6940643297583928e-01
4086.594  4.12329e-03   9.6938650021677653e-01
4086.621  2.62166e-02   9.6936654808526290e-01
4086.649  3.78680e-02   9.6934657654418455e-01
4086.676  2.23174e-03   9.6932658555608453e-01
4086.703 -2.98246e-02   9.6930657511737062e-01
4086.730 -7.18636e-03   9.6928654519325408e-01
4086.757 -6.68770e-03   9.6926649575915758e-01
4086.784 -2.50193e-02   9.6924642679020001e-01
4086.811  3.97152e-03   9.6922633826113669e-01
4086.838  2.32858e-02   9.6920623014635532e-01
4086.865 -1.63097e-02   9.6918610241994174e-01
4086.892 -1.80197e-03   9.6916595506619041e-01
4086.920  3.34494e-02   9.6914578803820395e-01
4086.947  6.83485e-02   9.6912560132294523e-01
4086.974  9.27334e-02   9.6910539490702929e-01
4087.001  3.10745e-02   9.6908516875281747e-01
4087.028  4.98360e-02   9.6906492282232770e-01
4087.055  1.26997e-01   9.6904465711143439e-01
4087.082  2.23365e-01   9.6902437158481836e-01
4087.109  2.94108e-01   9.6900406621737289e-01
4087.136  2.76468e-01   9.6898374098368412e-01
4087.163  3.62612e-01   9.6896339585797286e-01
4087.191  4.78534e-01   9.6894303081409383e-01
4087.218  5.03769e-01   9.6892264582559651e-01
4087.245  5.04443e-01   9.6890224087623633e-01
4087.272  6.22350e-01   9.6888181591858480e-01
4087.299  6.37803e-01   9.6886137093906499e-01
4087.326  6.22965e-01   9.6884090592379601e-01
4087.353  6.59155e-01   9.6882042083492870e-01
4087.380  6.91237e-01   9.6879991563453061e-01
4087.407  6.62185e-01   9.6877939030826510e-01
4087.434  7.30147e-01   9.6875884484170816e-01
4087.461  8.36268e-01   9.6873827919646782e-01
4087.489  8.07683e-01   9.6871769333385149e-01
4087.516  7.81519e-01   9.6869708724896653e-01
4087.543  7.96948e-01   9.6867646090545634e-01
4087.570  8.05177e-01   9.6865581427691083e-01
4087.597  8.12217e-01   9.6863514734685940e-01
4087.624  8.22813e-01   9.6861446006737462e-01
4087.651  8.05027e-01   9.6859375242432644e-01
4087.678  7.70426e-01   9.6857302440327797e-01
4087.705  7.97020e-01   9.6855227596582893e-01
4087.732  8.39006e-01   9.6853150707349422e-01
4087.760  8.71134e-01   9.6851071771137720e-01
4087.787  8.48718e-01   9.6848990786449374e-01
4087.814  7.57674e-01   9.6846907749389732e-01
4087.841  7.62314e-01   9.6844822656033991e-01
4087.868  8.00310e-01   9.6842735505840927e-01
4087.895  8.02702e-01   9.6840646295151733e-01
4087.922  8.34558e-01   9.6838555021327788e-01
4087.949  9.00882e-01   9.6836461681699582e-01
4087.976  9.05113e-01   9.6834366273561057e-01
4088.003  8.86556e-01   9.6832268794168930e-01
4088.031  9.69683e-01   9.6830169240749531e-01
4088.058  9.76180e-01   9.6828067611548718e-01
4088.085  9.35163e-01   9.6825963901695589e-01
4088.112  9.82286e-01   9.6823858109701966e-01
4088.139  9.88976e-01   9.6821750234044468e-01
4088.166  9.54651e-01   9.6819640270776208e-01
4088.193  8.97433e-01   9.6817528215915660e-01
4088.220  8.31558e-01   9.6815414068863304e-01
4088.247  8.90225e-01   9.6813297825903089e-01
4088.274  9.31913e-01   9.6811179484338716e-01
4088.301  9.30037e-01   9.6809059041442735e-01
4088.329  8.80442e-01   9.6806936494451112e-01
4088.356  8.31924e-01   9.6804811840562610e-01
4088.383  8.73860e-01   9.6802685076945294e-01
4088.410  8.68417e-01   9.6800556201786425e-01
4088.437  8.78386e-01   9.6798425210157413e-01
4088.464  8.10855e-01   9.6796292100511083e-01
4088.491  7.47653e-01   9.6794156871265136e-01
4088.518  9.17538e-01   9.6792019518414252e-01
4088.545  9.49454e-01   9.6789880037918363e-01
4088.572  8.57025e-01   9.6787738429118420e-01
4088.600  8.78155e-01   9.6785594688239573e-01
4088.627  9.12065e-01   9.6783448812526152e-01
4088.654  9.26891e-01   9.6781300799191505e-01
4088.681  8.97954e-01   9.6779150645412093e-01
4088.708  8.37736e-01   9.6776998348327115e-01
4088.735  8.30340e-01   9.6774843905044960e-01
4088.762  8.39056e-01   9.6772687313692884e-01
4088.789  8.72115e-01   9.6770528569282943e-01
4088.816  8.72092e-01   9.6768367670207633e-01
4088.843  8.48819e-01   9.6766204614824125e-01
4088.871  8.31194e-01   9.6764039399067159e-01
4088.898  8.59568e-01   9.6761872018836670e-01
4088.925  9.42882e-01   9.6759702473412512e-01
4088.952  9.44841e-01   9.6757530758959465e-01
4088.979  9.22953e-01   9.6755356872661114e-01
4089.006  9.09497e-01   9.6753180811669925e-01
4089.033  8.95977e-01   9.6751002573101352e-01
4089.060  8.61427e-01   9.6748822154033587e-01
4089.087  9.02471e-01   9.6746639551513802e-01
4089.114  9.30639e-01   9.6744454763607612e-01
4089.141  9.73777e-01   9.6742267785266223e-01
4089.169  9.39263e-01   9.6740078614820202e-01
4089.196  8.48796e-01   9.6737887250564714e-01
4089.223  9.20525e-01   9.6735693688372970e-01
4089.250  9.60210e-01   9.6733497924083445e-01
4089.277  8.64536e-01   9.6731299956913108e-01
4089.304  8.43721e-01   9.6729099782964967e-01
4089.331  8.38509e-01   9.6726897399360312e-01
4089.358  9.25423e-01   9.6724692803189116e-01
4089.385  9.64036e-01   9.6722485991504259e-01
4089.412  9.06756e-01   9.6720276961321261e-01
4089.440  8.92062e-01   9.6718065709624601e-01
4089.467  8.98441e-01   9.6715852234416577e-01
4089.494  8.41773e-01   9.6713636530586067e-01
4089.521  8.59606e-01   9.6711418596400034e-01
4089.548  9.05968e-01   9.6709198430090049e-01
4089.575  8.67097e-01   9.6706976027466196e-01
4089.602  8.54883e-01   9.6704751384303800e-01
4089.629  9.04345e-01   9.6702524499755571e-01
4089.656  8.84681e-01   9.6700295369860956e-01
4089.683  8.39668e-01   9.6698063991677241e-01
4089.711  8.59323e-01   9.6695830362230439e-01
4089.738  8.72092e-01   9.6693594478509259e-01
4089.765  8.56436e-01   9.6691356337464895e-01
4089.792  8.84162e-01   9.6689115936017356e-01
4089.819  9.16630e-01   9.6686873272104157e-01
4089.846  8.70721e-01   9.6684628340550127e-01
4089.873  8.53093e-01   9.6682381139557072e-01
4089.900  8.43386e-01   9.6680131667291147e-01
4089.927  9.45659e-01   9.6677879919497922e-01
4089.954  1.00601e+00   9.6675625891887640e-01
4089.981  8.72737e-01   9.6673369583547253e-01
4090.009  8.67316e-01   9.6671110990450915e-01
4090.036  9.34342e-01   9.6668850109590387e-01
4090.063  8.66915e-01   9.6666586937925891e-01
4090.090  8.48584e-01   9.6664321472380332e-01
4090.117  9.39432e-01   9.6662053709838880e-01
4090.144  8.68914e-01   9.6659783647155484e-01
4090.171  7.75985e-01   9.6657511282201136e-01
4090.198  8.10877e-01   9.6655236609734929e-01
4090.225  8.34155e-01   9.6652959627891766e-01
4090.252  8.15424e-01   9.6650680334770833e-01
4090.280  7.56990e-01   9.6648398726051243e-01
4090.307  7.25885e-01   9.6646114797376825e-01
4090.334  7.12897e-01   9.6643828547766708e-01
4090.361  7.00153e-01   9.6641539973128276e-01
4090.388  6.80450e-01   9.6639249070385846e-01
4090.415  6.46548e-01   9.6636955836432259e-01
4090.442  6.25043e-01   9.6634660268122863e-01
4090.469  6.42592e-01   9.6632362362275126e-01
4090.496  6.29430e-01   9.6630062115675208e-01
4090.523  5.98786e-01   9.6627759526125723e-01
4090.551  5.74428e-01   9.6625454588318405e-01
4090.578  4.86548e-01   9.6623147300319467e-01
4090.605  3.77828e-01   9.6620837660159364e-01
4090.632  3.74482e-01   9.6618525663449040e-01
4090.659  3.80944e-01   9.6616211305764066e-01
4090.686  3.94104e-01   9.6613894586054072e-01
4090.713  3.80860e-01   9.6611575500157831e-01
4090.740  3.66202e-01   9.6609254044930626e-01
4090.767  4.14856e-01   9.6606930217196030e-01
4090.794  3.92064e-01   9.6604604013740036e-01
4090.821  3.54674e-01   9.6602275431310602e-01
4090.849  3.70746e-01   9.6599944466624277e-01
4090.876  4.08721e-01   9.6597611117413751e-01
4090.903  4.91783e-01   9.6595275378301326e-01
4090.930  5.22151e-01   9.6592937247283195e-01
4090.957  5.37203e-01   9.6590596722323763e-01
4090.984  5.80316e-01   9.6588253798996715e-01
4091.011  5.95921e-01   9.6585908472866100e-01
4091.038  5.72730e-01   9.6583560741847108e-01
4091.065  6.17763e-01   9.6581210603844903e-01
4091.092  6.89847e-01   9.6578858054373962e-01
4091.120  7.91713e-01   9.6576503088917576e-01
4091.147  8.11944e-01   9.6574145706331838e-01
4091.174  7.83881e-01   9.6571785902362861e-01
4091.201  7.15114e-01   9.6569423673772969e-01
4091.228  7.17856e-01   9.6567059017292456e-01
4091.255  8.30592e-01   9.6564691929613733e-01
4091.282  9.15151e-01   9.6562322407391232e-01
4091.309  9.28369e-01   9.6559950447247644e-01
4091.336  7.59949e-01   9.6557576046821247e-01
4091.363  7.34929e-01   9.6555199200641029e-01
4091.391  7.97273e-01   9.6552819906608001e-01
4091.418  8.73369e-01   9.6550438162586838e-01
4091.445  9.12204e-01   9.6548053964024327e-01
4091.472  8.89841e-01   9.6545667306331473e-01
4091.499  8.63075e-01   9.6543278188290615e-01
4091.526  8.37223e-01   9.6540886605575005e-01
4091.553  8.29091e-01   9.6538492554873545e-01
4091.580  8.36236e-01   9.6536096032842966e-01
4091.607  8.34763e-01   9.6533697036102140e-01
4091.634  8.12166e-01   9.6531295561231611e-01
4091.661  7.68594e-01   9.6528891604780176e-01
4091.689  6.88252e-01   9.6526485164311626e-01
4091.716  5.71980e-01   9.6524076234281475e-01
4091.743  4.34498e-01   9.6521664812515873e-01
4091.770  2.67331e-01   9.6519250896804565e-01
4091.797  1.20217e-01   9.6516834482520020e-01
4091.824 -2.57563e-02   9.6514415564998801e-01
4091.851 -5.69165e-02   9.6511994142947477e-01
4091.878 -4.73188e-02   9.6509570211964513e-01
4091.905  1.58454e-02   9.6507143768663484e-01
4091.932  2.62287e-02   9.6504714809625602e-01
4091.960  1.54577e-02   9.6502283331394123e-01
4091.987  8.29161e-03   9.6499849330473841e-01
4092.014 -2.23254e-03   9.6497412803337668e-01
4092.041 -1.38108e-02   9.6494973747472967e-01
4092.068 -3.21830e-02   9.6492532157259658e-01
4092.095 -2.64559e-02   9.6490088030447174e-01
4092.122  1.32856e-03   9.6487641364748344e-01
4092.149  1.57806e-01   9.6485192155459221e-01
4092.176  3.57836e-01   9.6482740397839972e-01
4092.203  6.46411e-01   9.6480286090519507e-01
4092.231  7.57972e-01   9.6477829229019363e-01
4092.258  7.73037e-01   9.6475369809875722e-01
4092.285  7.07510e-01   9.6472907829592414e-01
4092.312  6.73438e-01   9.6470443284634955e-01
4092.339  7.29099e-01   9.6467976171430381e-01
4092.366  7.99699e-01   9.6465506486373698e-01
4092.393  8.42645e-01   9.6463034226873723e-01
4092.420  7.82302e-01   9.6460559387232991e-01
4092.447  7.26463e-01   9.6458081965121845e-01
4092.474  6.79609e-01   9.6455601958174297e-01
4092.501  5.78760e-01   9.6453119361607975e-01
4092.529  5.02344e-01   9.6450634170604554e-01
4092.556  4.77929e-01   9.6448146383713074e-01
4092.583  4.23126e-01   9.6445655996376300e-01
4092.610  3.46168e-01   9.6443163005050869e-01
4092.637  2.78686e-01   9.6440667406160996e-01
4092.664  2.38623e-01   9.6438169196092538e-01
4092.691  2.03667e-01   9.6435668371192718e-01
4092.718  1.73083e-01   9.6433164927776327e-01
4092.745  1.26197e-01   9.6430658863171781e-01
4092.772  7.51918e-02   9.6428150171601867e-01
4092.800  6.85707e-02   9.6425638850656037e-01
4092.827  5.93145e-02   9.6423124897887080e-01
4092.854  2.95596e-02   9.6420608308432265e-01
4092.881  1.38129e-02   9.6418089077392455e-01
4092.908 -5.55483e-03   9.6415567203234964e-01
4092.935  4.56648e-03   9.6413042681321326e-01
4092.962  2.49834e-02   9.6410515508026717e-01
4092.989  5.14052e-02   9.6407985679693597e-01
4093.016  3.37689e-03   9.6405453192626012e-01
4093.043 -1.71258e-02   9.6402918043088970e-01
4093.071  6.58916e-02   9.6400380227315174e-01
4093.098  1.60692e-02   9.6397839742550340e-01
4093.125 -5.64273e-02   9.6395296582935353e-01
4093.152  3.65805e-02   9.6392750745976563e-01
4093.179  6.60173e-02   9.6390202229143462e-01
4093.206  3.44736e-02   9.6387651027490584e-01
4093.233  8.97305e-02   9.6385097136036035e-01
4093.260  1.11775e-01   9.6382540553163021e-01
4093.287  6.99612e-02   9.6379981274149740e-01
4093.314  4.70050e-02   9.6377419295287614e-01
4093.341  4.62612e-02   9.6374854612835203e-01
4093.369  5.58444e-02   9.6372287223012365e-01
4093.396  1.07908e-01   9.6369717121999876e-01
4093.423  1.84349e-01   9.6367144305946062e-01
4093.450  2.17345e-01   9.6364568772011638e-01
4093.477  2.07894e-01   9.6361990514253437e-01
4093.504  1.57326e-01   9.6359409530092410e-01
4093.531  2.66600e-01   9.6356825816912428e-01
4093.558  3.66328e-01   9.6354239369683192e-01
4093.585  3.37799e-01   9.6351650183337711e-01
4093.612  3.35471e-01   9.6349058256172693e-01
4093.640  3.51695e-01   9.6346463583380937e-01
4093.667  3.90284e-01   9.6343866161167735e-01
4093.694  3.84825e-01   9.6341265985705427e-01
4093.721  3.50490e-01   9.6338663053127416e-01
4093.748  4.77600e-01   9.6336057359528082e-01
4093.775  5.54539e-01   9.6333448900968888e-01
4093.802  5.21780e-01   9.6330837674523273e-01
4093.829  5.62622e-01   9.6328223674161761e-01
4093.856  6.07763e-01   9.6325606897217575e-01
4093.883  5.50955e-01   9.6322987340986654e-01
4093.911  5.42703e-01   9.6320365000351493e-01
4093.938  5.67626e-01   9.6317739870157726e-01
4093.965  5.52135e-01   9.6315111948613241e-01
4093.992  6.01149e-01   9.6312481230822966e-01
4094.019  6.99971e-01   9.6309847712903807e-01
4094.046  7.03341e-01   9.6307211390939507e-01
4094.073  7.01745e-01   9.6304572260974775e-01
4094.100  7.42978e-01   9.6301930319014961e-01
4094.127  7.66964e-01   9.6299285561032510e-01
4094.154  7.77903e-01   9.6296637984011180e-01
4094.181  8.32809e-01   9.6293987581832696e-01
4094.209  7.20484e-01   9.6291334351740565e-01
4094.236  5.27330e-01   9.6288678290944940e-01
4094.263  6.38795e-01   9.6286019394271194e-01
4094.290  7.37420e-01   9.6283357656533597e-01
4094.317  7.46077e-01   9.6280693074888668e-01
4094.344  9.31330e-01   9.6278025646481191e-01
4094.371  1.00909e+00   9.6275355366071325e-01
4094.398  8.39594e-01   9.6272682228386297e-01
4094.425  7.47197e-01   9.6270006231509697e-01
4094.452  7.18104e-01   9.6267327370395195e-01
4094.480  7.96037e-01   9.6264645640982149e-01
4094.507  8.32695e-01   9.6261961040194788e-01
4094.534  8.35853e-01   9.6259273561828229e-01
4094.561  8.70898e-01   9.6256583203033541e-01
4094.588  8.98779e-01   9.6253889960928252e-01
4094.615  9.18410e-01   9.6251193830245541e-01
4094.642  8.39059e-01   9.6248494805707407e-01
4094.669  8.02253e-01   9.6245792884376968e-01
4094.696  8.42048e-01   9.6243088063305526e-01
4094.723  8.22915e-01   9.6240380337160381e-01
4094.751  7.97048e-01   9.6237669700575856e-01
4094.778  7.87181e-01   9.6234956151545725e-01
4094.805  7.76436e-01   9.6232239684962684e-01
4094.832  7.67977e-01   9.6229520296730253e-01
4094.859  7.81901e-01   9.6226797982718426e-01
4094.886  8.06985e-01   9.6224072738757538e-01
4094.913  8.26548e-01   9.6221344560638400e-01
4094.940  7.84254e-01   9.6218613444118251e-01
4094.967  7.59761e-01   9.6215879385964487e-01
4094.994  8.10211e-01   9.6213142379844574e-01
4095.021  7.47429e-01   9.6210402422784158e-01
4095.049  6.85060e-01   9.6207659511770871e-01
4095.076  7.20366e-01   9.6204913641381173e-01
4095.103  7.07575e-01   9.6202164806154045e-01
4095.130  6.82952e-01   9.6199413003986045e-01
4095.157  6.27298e-01   9.6196658229673815e-01
4095.184  6.19747e-01   9.6193900479024219e-01
4095.211  6.52525e-01   9.6191139747810162e-01
4095.238  6.19804e-01   9.6188376031765022e-01
4095.265  5.70829e-01   9.6185609326582111e-01
4095.292  5.08861e-01   9.6182839627921346e-01
4095.320  5.17162e-01   9.6180066932451935e-01
4095.347  5.01141e-01   9.6177291233744255e-01
4095.374  4.32242e-01   9.6174512528725287e-01
4095.401  3.91722e-01   9.6171730814283884e-01
4095.428  3.46032e-01   9.6168946084898332e-01
4095.455  2.75269e-01   9.6166158335009422e-01
4095.482  2.99875e-01   9.6163367562413837e-01
4095.509  3.49751e-01   9.6160573761809454e-01
4095.536  2.90145e-01   9.6157776928903615e-01
4095.563  2.78959e-01   9.6154977059369717e-01
4095.591  3.06752e-01   9.6152174148841207e-01
4095.618  2.84118e-01   9.6149368192911522e-01
4095.645  2.83998e-01   9.6146559187140168e-01
4095.672  3.50025e-01   9.6143747128095713e-01
4095.699  3.81798e-01   9.6140932009248514e-01
4095.726  3.99074e-01   9.6138113827424243e-01
4095.753  4.34750e-01   9.6135292579410292e-01
4095.780  4.20321e-01   9.6132468259584003e-01
4095.807  4.35456e-01   9.6129640862285093e-01
4095.834  5.57437e-01   9.6126810385207739e-01
4095.861  5.85763e-01   9.6123976822948143e-01
4095.889  6.42577e-01   9.6121140171111585e-01
4095.916  1.06884e+00   9.6118300425268877e-01
4095.943  9.75861e-01   9.6115457580951280e-01
4095.970  6.65743e-01   9.6112611633653855e-01
4095.997  6.42922e-01   9.6109762578865643e-01
4096.024  6.50427e-01   9.6106910413109836e-01
4096.051  6.30841e-01   9.6104055128795396e-01
4096.078  6.08201e-01   9.6101196724765936e-01
4096.105  6.05432e-01   9.6098335196412732e-01
4096.132  6.09104e-01   9.6095470536720506e-01
4096.160  6.13012e-01   9.6092602743067501e-01
4096.187  6.32384e-01   9.6089731808995427e-01
4096.214  6.71742e-01   9.6086857732415953e-01
4096.241  6.77031e-01   9.6083980508835420e-01
4096.268  6.54531e-01   9.6081100131351704e-01
4096.295  6.06052e-01   9.6078216595390831e-01
4096.322  6.62438e-01   9.6075329898714779e-01
4096.349  7.45211e-01   9.6072440036732010e-01
4096.376  7.48746e-01   9.6069547002498457e-01
4096.403  7.10478e-01   9.6066650791406138e-01
4096.431  6.56516e-01   9.6063751401174391e-01
4096.458  6.86750e-01   9.6060848827113499e-01
4096.485  7.29618e-01   9.6057943062130058e-01
4096.512  7.48423e-01   9.6055034103498393e-01
4096.539  7.36055e-01   9.6052121944653812e-01
4096.566  7.64146e-01   9.6049206583399238e-01
4096.593  8.38040e-01   9.6046288015132875e-01
4096.620  8.05377e-01   9.6043366232845340e-01
4096.647  7.48994e-01   9.6040441231854234e-01
4096.674  7.40749e-01   9.6037513009811792e-01
4096.701  7.97341e-01   9.6034581562017551e-01
4096.729  8.63718e-01   9.6031646881419341e-01
4096.756  8.83667e-01   9.6028708963299558e-01
4096.783  9.46479e-01   9.6025767805267059e-01
4096.810  1.00310e+00   9.6022823402522317e-01
4096.837  9.34636e-01   9.6019875747862693e-01
4096.864  9.20985e-01   9.6016924838451478e-01
4096.891  9.30831e-01   9.6013970667614101e-01
4096.918  8.40839e-01   9.6011013233041687e-01
4096.945  8.27700e-01   9.6008052530021326e-01
4096.972  8.85678e-01   9.6005088551433293e-01
4097.000  8.43888e-01   9.6002121292483555e-01
4097.027  7.97974e-01   9.5999150750711737e-01
4097.054  7.73189e-01   9.5996176921305254e-01
4097.081  8.00825e-01   9.5993199797100603e-01
4097.108  8.23671e-01   9.5990219373267682e-01
4097.135  7.86121e-01   9.5987235647301683e-01
4097.162  8.15448e-01   9.5984248614290024e-01
4097.189  8.63039e-01   9.5981258266917879e-01
4097.216  8.71769e-01   9.5978264602234253e-01
4097.243  8.23347e-01   9.5975267613451565e-01
4097.271  7.75234e-01   9.5972267298146008e-01
4097.298  7.20305e-01   9.5969263651490422e-01
4097.325  7.62588e-01   9.5966256666251470e-01
4097.352  8.24030e-01   9.5963246337520469e-01
4097.379  7.72646e-01   9.5960232662721057e-01
4097.406  7.44346e-01   9.5957215636925541e-01
4097.433  7.54543e-01   9.5954195252855767e-01
4097.460  7.40512e-01   9.5951171505565958e-01
4097.487  7.02582e-01   9.5948144392434354e-01
4097.514  6.67978e-01   9.5945113908432234e-01
4097.541  7.50600e-01   9.5942080046129208e-01
4097.569  7.42095e-01   9.5939042802456753e-01
4097.596  6.41303e-01   9.5936002170511214e-01
4097.623  7.48633e-01   9.5932958147750391e-01
4097.650  8.22235e-01   9.5929910729229717e-01
4097.677  7.86176e-01   9.5926859907599016e-01
4097.704  7.32025e-01   9.5923805677831553e-01
4097.731  6.98694e-01   9.5920748037231762e-01
4097.758  6.63489e-01   9.5917686980753436e-01
4097.785  6.81241e-01   9.5914622501000546e-01
4097.812  6.97787e-01   9.5911554592908377e-01
4097.840  6.79610e-01   9.5908483253734866e-01
4097.867  7.37307e-01   9.5905408478331677e-01
4097.894  7.82752e-01   9.5902330259149804e-01
4097.921  7.59711e-01   9.5899248592999675e-01
4097.948  8.09392e-01   9.5896163472858109e-01
4097.975  8.58482e-01   9.5893074896061314e-01
4098.002  8.40275e-01   9.5889982857543832e-01
4098.029  8.05809e-01   9.5886887349835259e-01
4098.056  8.06997e-01   9.5883788367787592e-01
4098.083  9.04308e-01   9.5880685908582519e-01
4098.111  9.36340e-01   9.5877579967051851e-01
4098.138  9.25987e-01   9.5874470535678524e-01
4098.165  8.71782e-01   9.5871357609275187e-01
4098.192  8.60144e-01   9.5868241184976111e-01
4098.219  8.78054e-01   9.5865121257510033e-01
4098.246  9.10821e-01   9.5861997819205580e-01
4098.273  9.21479e-01   9.5858870866748980e-01
4098.300  8.88585e-01   9.5855740392994004e-01
4098.327  8.25798e-01   9.5852606395151729e-01
4098.354  8.48309e-01   9.5849468868032295e-01
4098.381  9.17458e-01   9.5846327804041653e-01
4098.409  8.45464e-01   9.5843183197906900e-01
4098.436  8.10102e-01   9.5840035046683558e-01
4098.463  8.43955e-01   9.5836883345078050e-01
4098.490  8.28588e-01   9.5833728085448444e-01
4098.517  8.42875e-01   9.5830569262481502e-01
4098.544  9.12330e-01   9.5827406873184140e-01
4098.571  9.33177e-01   9.5824240912158631e-01
4098.598  8.93695e-01   9.5821071371607736e-01
4098.625  7.91490e-01   9.5817898248089839e-01
4098.652  8.26235e-01   9.5814721534332103e-01
4098.680  8.79806e-01   9.5811541227416808e-01
4098.707  8.68087e-01   9.5808357322026128e-01
4098.734  8.78066e-01   9.5805169810438884e-01
4098.761  8.77741e-01   9.5801978687253464e-01
4098.788  8.81554e-01   9.5798783949395738e-01
4098.815  8.97253e-01   9.5795585591442967e-01
4098.842  8.96761e-01   9.5792383605624842e-01
4098.869  8.95509e-01   9.5789177986498453e-01
4098.896  9.42477e-01   9.5785968730939808e-01
4098.923  9.62861e-01   9.5782755833420941e-01
4098.951  9.02892e-01   9.5779539286015225e-01
4098.978  8.61086e-01   9.5776319085149242e-01
4099.005  8.28595e-01   9.5773095223419979e-01
4099.032  8.76228e-01   9.5769867697777300e-01
4099.059  8.90662e-01   9.5766636502771640e-01
4099.086  8.37690e-01   9.5763401630550771e-01
4099.113  7.89864e-01   9.5760163075580906e-01
4099.140  8.40027e-01   9.5756920834654380e-01
4099.167  8.99317e-01   9.5753674902215391e-01
4099.194  9.40318e-01   9.5750425270361705e-01
4099.221  9.18698e-01   9.5747171933516950e-01
4099.249  8.89891e-01   9.5743914888422310e-01
4099.276  8.76809e-01   9.5740654129415825e-01
4099.303  8.67684e-01   9.5737389648437554e-01
4099.330  8.77216e-01   9.5734121441778774e-01
4099.357  8.60815e-01   9.5730849501902204e-01
4099.384  8.20311e-01   9.5727573825621481e-01
4099.411  8.11229e-01   9.5724294407351451e-01
4099.438  9.05856e-01   9.5721011239105136e-01
4099.465  9.99579e-01   9.5717724315212549e-01
4099.492  1.02651e+00   9.5714433632328499e-01
4099.520  8.63725e-01   9.5711139184760596e-01
4099.547  7.79258e-01   9.5707840964470514e-01
4099.574  7.59023e-01   9.5704538965744457e-01
4099.601  8.38394e-01   9.5701233185184986e-01
4099.628  8.91081e-01   9.5697923616992253e-01
4099.655  8.52734e-01   9.5694610252969048e-01
4099.682  8.22699e-01   9.5691293089267249e-01
4099.709  8.75221e-01   9.5687972118211584e-01
4099.736  8.94106e-01   9.5684647336475281e-01
4099.763  7.70558e-01   9.5681318738333732e-01
4099.791  7.74214e-01   9.5677986315661090e-01
4099.818  8.42834e-01   9.5674650062647359e-01
4099.845  9.00715e-01   9.5671309975805796e-01
4099.872  8.92496e-01   9.5667966049303199e-01
4099.899  8.75585e-01   9.5664618274961244e-01
4099.926  9.60165e-01   9.5661266646924736e-01
4099.953  9.64114e-01   9.5657911161653508e-01
4099.980  9.09056e-01   9.5654551813205635e-01
4100.007  8.23739e-01   9.5651188593242753e-01
4100.034  9.11866e-01   9.5647821497773167e-01
4100.061  1.05754e+00   9.5644450518979440e-01
4100.089  1.06602e+00   9.5641075653390506e-01
4100.116  1.01412e+00   9.5637696895137969e-01
4100.143  9.63546e-01   9.5634314235953199e-01
4100.170  1.02097e+00   9.5630927669881827e-01
4100.197  1.01035e+00   9.5627537193291479e-01
4100.224  9.65653e-01   9.5624142800204071e-01
4100.251  9.48254e-01   9.5620744482297027e-01
4100.278  9.28973e-01   9.5617342233569658e-01
4100.305  9.10250e-01   9.5613936050334802e-01
4100.332  8.87843e-01   9.5610525926504286e-01
4100.360  8.73589e-01   9.5607111853594362e-01
4100.387  8.71737e-01   9.5603693827466096e-01
4100.414  8.97936e-01   9.5600271840164841e-01
4100.441  9.23429e-01   9.5596845888135418e-01
4100.468  9.49772e-01   9.5593415965477491e-01
4100.495  9.61559e-01   9.5589982061868672e-01
4100.522  8.96887e-01   9.5586544175435972e-01
4100.549  8.45363e-01   9.5583102299883116e-01
4100.576  8.15565e-01   9.5579656426570181e-01
4100.603  8.71411e-01   9.5576206551255327e-01
4100.630  9.35837e-01   9.5572752665881555e-01
4100.658  9.01863e-01   9.5569294766726332e-01
4100.685  8.89273e-01   9.5565832847615539e-01
4100.712  8.56981e-01   9.5562366899924778e-01
4100.739  8.66480e-01   9.5558896919363423e-01
4100.766  9.19552e-01   9.5555422897826214e-01
4100.793  9.43307e-01   9.5551944831604863e-01
4100.820  9.08983e-01   9.5548462714646543e-01
