#
# Draine & Li IR Dust Emission
# "small" graphitic/PAH grains (a<250A)
#
# lambda - wavelength in microns
# PAHs - PAH IR emission per H column (erg s^-1 H^-1)
# sigPAHs - PAH exinction cross section
# smGra - small graphitic grain IR emission per H column (erg s^-1 H^-1)
# sigGra - small graphitic grain exinction cross section
# 
lambda      PAHs         sigPAHs      smGra        sigGra    
  63.7384   1.9950E-25   1.3415E-26   7.6464E-26   2.3359E-26
  64.0293   1.9907E-25   1.3297E-26   7.7274E-26   2.3151E-26
  64.3216   1.9863E-25   1.3179E-26   7.8087E-26   2.2944E-26
  64.6152   1.9823E-25   1.3063E-26   7.8905E-26   2.2739E-26
  64.9102   1.9778E-25   1.2948E-26   7.9725E-26   2.2536E-26
  65.2065   1.9738E-25   1.2834E-26   8.0550E-26   2.2334E-26
  65.5042   1.9692E-25   1.2721E-26   8.1377E-26   2.2134E-26
  65.8032   1.9645E-25   1.2608E-26   8.2207E-26   2.1935E-26
  66.1036   1.9598E-25   1.2497E-26   8.3041E-26   2.1738E-26
  66.4054   1.9551E-25   1.2386E-26   8.3877E-26   2.1543E-26
  66.7085   1.9513E-25   1.2277E-26   8.4715E-26   2.1349E-26
  67.0130   1.9463E-25   1.2168E-26   8.5555E-26   2.1156E-26
  67.3189   1.9427E-25   1.2060E-26   8.6398E-26   2.0965E-26
  67.6263   1.9375E-25   1.1953E-26   8.7242E-26   2.0776E-26
  67.9350   1.9322E-25   1.1847E-26   8.8087E-26   2.0588E-26
  68.2451   1.9269E-25   1.1742E-26   8.8934E-26   2.0402E-26
  68.5566   1.9218E-25   1.1638E-26   8.9782E-26   2.0217E-26
  68.8696   1.9169E-25   1.1534E-26   9.0631E-26   2.0034E-26
  69.1840   1.9114E-25   1.1432E-26   9.1481E-26   1.9852E-26
  69.4998   1.9070E-25   1.1330E-26   9.2332E-26   1.9672E-26
  69.8171   1.9046E-25   1.1229E-26   9.3183E-26   1.9493E-26
  70.1358   1.8988E-25   1.1130E-26   9.4034E-26   1.9315E-26
  70.4559   1.8952E-25   1.1030E-26   9.4885E-26   1.9140E-26
  70.7776   1.8892E-25   1.0932E-26   9.5736E-26   1.8965E-26
  71.1007   1.8834E-25   1.0835E-26   9.6586E-26   1.8792E-26
  71.4252   1.8773E-25   1.0738E-26   9.7435E-26   1.8621E-26
  71.7513   1.8713E-25   1.0642E-26   9.8283E-26   1.8451E-26
  72.0788   1.8651E-25   1.0547E-26   9.9130E-26   1.8282E-26
  72.4079   1.8589E-25   1.0453E-26   9.9976E-26   1.8115E-26
  72.7384   1.8525E-25   1.0360E-26   1.0082E-25   1.7949E-26
  73.0705   1.8541E-25   1.0267E-26   1.0166E-25   1.7785E-26
  73.4040   1.8476E-25   1.0176E-26   1.0250E-25   1.7622E-26
  73.7391   1.8410E-25   1.0085E-26   1.0334E-25   1.7461E-26
  74.0757   1.8349E-25   9.9944E-27   1.0417E-25   1.7300E-26
  74.4139   1.8287E-25   9.9050E-27   1.0501E-25   1.7142E-26
  74.7536   1.8219E-25   9.8163E-27   1.0583E-25   1.6984E-26
  75.0948   1.8152E-25   9.7284E-27   1.0666E-25   1.6828E-26
  75.4376   1.8166E-25   9.6413E-27   1.0748E-25   1.6674E-26
  75.7820   1.8096E-25   9.5549E-27   1.0830E-25   1.6520E-26
  76.1279   1.8035E-25   9.4693E-27   1.0911E-25   1.6368E-26
  76.4755   1.7964E-25   9.3844E-27   1.0992E-25   1.6218E-26
  76.8246   1.7895E-25   9.3003E-27   1.1073E-25   1.6068E-26
  77.1753   1.7822E-25   9.2168E-27   1.1152E-25   1.5920E-26
  77.5276   1.7750E-25   9.1341E-27   1.1232E-25   1.5773E-26
  77.8815   1.7677E-25   9.0521E-27   1.1311E-25   1.5628E-26
  78.2370   1.7603E-25   8.9709E-27   1.1389E-25   1.5484E-26
  78.5942   1.7529E-25   8.8903E-27   1.1467E-25   1.5341E-26
  78.9529   1.7464E-25   8.8105E-27   1.1544E-25   1.5199E-26
  79.3134   1.7389E-25   8.7313E-27   1.1621E-25   1.5059E-26
  79.6754   1.7317E-25   8.6528E-27   1.1697E-25   1.4920E-26
  80.0391   1.7241E-25   8.5751E-27   1.1772E-25   1.4782E-26
  80.4045   1.7165E-25   8.4980E-27   1.1846E-25   1.4646E-26
  80.7716   1.7088E-25   8.4216E-27   1.1920E-25   1.4510E-26
  81.1403   1.7014E-25   8.3459E-27   1.1993E-25   1.4376E-26
  81.5107   1.6937E-25   8.2708E-27   1.2066E-25   1.4243E-26
  81.8828   1.6884E-25   8.1965E-27   1.2137E-25   1.4112E-26
  82.2566   1.6806E-25   8.1227E-27   1.2208E-25   1.3981E-26
  82.6321   1.6751E-25   8.0497E-27   1.2278E-25   1.3852E-26
  83.0093   1.6673E-25   7.9772E-27   1.2347E-25   1.3724E-26
  83.3882   1.6594E-25   7.9054E-27   1.2416E-25   1.3597E-26
  83.7689   1.6514E-25   7.8343E-27   1.2483E-25   1.3471E-26
  84.1513   1.6438E-25   7.7638E-27   1.2549E-25   1.3346E-26
  84.5354   1.6358E-25   7.6939E-27   1.2615E-25   1.3223E-26
  84.9213   1.6277E-25   7.6246E-27   1.2680E-25   1.3100E-26
  85.3090   1.6213E-25   7.5560E-27   1.2743E-25   1.2979E-26
  85.6984   1.6134E-25   7.4880E-27   1.2806E-25   1.2859E-26
  86.0896   1.6133E-25   7.4206E-27   1.2868E-25   1.2740E-26
  86.4826   1.6050E-25   7.3538E-27   1.2929E-25   1.2622E-26
  86.8774   1.5966E-25   7.2877E-27   1.2988E-25   1.2505E-26
  87.2740   1.5883E-25   7.2221E-27   1.3047E-25   1.2390E-26
  87.6724   1.5801E-25   7.1571E-27   1.3105E-25   1.2275E-26
  88.0726   1.5716E-25   7.0926E-27   1.3161E-25   1.2162E-26
  88.4747   1.5632E-25   7.0288E-27   1.3216E-25   1.2049E-26
  88.8786   1.5547E-25   6.9655E-27   1.3270E-25   1.1938E-26
  89.2843   1.5462E-25   6.9028E-27   1.3323E-25   1.1827E-26
  89.6919   1.5377E-25   6.8406E-27   1.3375E-25   1.1718E-26
  90.1013   1.5292E-25   6.7790E-27   1.3426E-25   1.1609E-26
  90.5126   1.5210E-25   6.7179E-27   1.3475E-25   1.1502E-26
  90.9258   1.5125E-25   6.6574E-27   1.3524E-25   1.1395E-26
  91.3409   1.5041E-25   6.5974E-27   1.3571E-25   1.1290E-26
  91.7579   1.4955E-25   6.5379E-27   1.3616E-25   1.1185E-26
  92.1767   1.4869E-25   6.4790E-27   1.3661E-25   1.1082E-26
  92.5975   1.4783E-25   6.4206E-27   1.3704E-25   1.0979E-26
  93.0202   1.4698E-25   6.3627E-27   1.3746E-25   1.0877E-26
  93.4449   1.4611E-25   6.3053E-27   1.3786E-25   1.0777E-26
  93.8714   1.4524E-25   6.2484E-27   1.3826E-25   1.0677E-26
  94.2999   1.4437E-25   6.1920E-27   1.3863E-25   1.0578E-26
  94.7304   1.4371E-25   6.1362E-27   1.3900E-25   1.0480E-26
  95.1629   1.4283E-25   6.0808E-27   1.3935E-25   1.0383E-26
  95.5973   1.4198E-25   6.0259E-27   1.3969E-25   1.0286E-26
  96.0337   1.4147E-25   5.9714E-27   1.4002E-25   1.0191E-26
  96.4721   1.4059E-25   5.9175E-27   1.4033E-25   1.0096E-26
  96.9125   1.3970E-25   5.8640E-27   1.4062E-25   1.0003E-26
  97.3549   1.3882E-25   5.8110E-27   1.4090E-25   9.9099E-27
  97.7993   1.3793E-25   5.7585E-27   1.4117E-25   9.8180E-27
  98.2457   1.3705E-25   5.7064E-27   1.4143E-25   9.7269E-27
  98.6942   1.3687E-25   5.6548E-27   1.4167E-25   9.6367E-27
  99.1448   1.3598E-25   5.6037E-27   1.4189E-25   9.5473E-27
  99.5974   1.3526E-25   5.5530E-27   1.4211E-25   9.4587E-27
 100.0520   1.3436E-25   5.5028E-27   1.4230E-25   9.3709E-27
 100.5087   1.3347E-25   5.4530E-27   1.4249E-25   9.2840E-27
 100.9676   1.3257E-25   5.4037E-27   1.4266E-25   9.1980E-27
 101.4285   1.3167E-25   5.3548E-27   1.4281E-25   9.1128E-27
 101.8915   1.3082E-25   5.3064E-27   1.4295E-25   9.0284E-27
 102.3566   1.2992E-25   5.2584E-27   1.4308E-25   8.9447E-27
 102.8239   1.2903E-25   5.2108E-27   1.4320E-25   8.8619E-27
 103.2933   1.2815E-25   5.1637E-27   1.4330E-25   8.7799E-27
 103.7648   1.2726E-25   5.1170E-27   1.4338E-25   8.6987E-27
 104.2385   1.2637E-25   5.0707E-27   1.4345E-25   8.6183E-27
 104.7143   1.2547E-25   5.0249E-27   1.4351E-25   8.5386E-27
 105.1923   1.2458E-25   4.9794E-27   1.4355E-25   8.4597E-27
 105.6725   1.2369E-25   4.9344E-27   1.4358E-25   8.3815E-27
 106.1549   1.2280E-25   4.8898E-27   1.4360E-25   8.3042E-27
 106.6395   1.2191E-25   4.8456E-27   1.4360E-25   8.2275E-27
 107.1263   1.2133E-25   4.8018E-27   1.4359E-25   8.1516E-27
 107.6154   1.2045E-25   4.7584E-27   1.4356E-25   8.0764E-27
 108.1066   1.1956E-25   4.7154E-27   1.4352E-25   8.0020E-27
 108.6001   1.1867E-25   4.6728E-27   1.4347E-25   7.9283E-27
 109.0959   1.1794E-25   4.6306E-27   1.4340E-25   7.8553E-27
 109.5939   1.1707E-25   4.5888E-27   1.4332E-25   7.7830E-27
 110.0942   1.1618E-25   4.5474E-27   1.4323E-25   7.7114E-27
 110.5968   1.1537E-25   4.5063E-27   1.4312E-25   7.6405E-27
 111.1016   1.1449E-25   4.4656E-27   1.4300E-25   7.5703E-27
 111.6088   1.1361E-25   4.4253E-27   1.4287E-25   7.5008E-27
 112.1183   1.1273E-25   4.3854E-27   1.4272E-25   7.4319E-27
 112.6301   1.1187E-25   4.3458E-27   1.4256E-25   7.3637E-27
 113.1443   1.1154E-25   4.3066E-27   1.4239E-25   7.2962E-27
 113.6608   1.1066E-25   4.2678E-27   1.4220E-25   7.2294E-27
 114.1796   1.0979E-25   4.2293E-27   1.4200E-25   7.1632E-27
 114.7009   1.0892E-25   4.1912E-27   1.4179E-25   7.0976E-27
 115.2245   1.0808E-25   4.1535E-27   1.4157E-25   7.0327E-27
 115.7505   1.0741E-25   4.1161E-27   1.4133E-25   6.9685E-27
 116.2789   1.0690E-25   4.0790E-27   1.4108E-25   6.9048E-27
 116.8097   1.0603E-25   4.0423E-27   1.4082E-25   6.8418E-27
 117.3429   1.0516E-25   4.0059E-27   1.4055E-25   6.7794E-27
 117.8786   1.0429E-25   3.9698E-27   1.4027E-25   6.7176E-27
 118.4167   1.0344E-25   3.9341E-27   1.3997E-25   6.6564E-27
 118.9573   1.0258E-25   3.8987E-27   1.3966E-25   6.5958E-27
 119.5003   1.0172E-25   3.8636E-27   1.3933E-25   6.5357E-27
 120.0458   1.0087E-25   3.8288E-27   1.3900E-25   6.4762E-27
 120.5938   1.0002E-25   3.7944E-27   1.3866E-25   6.4173E-27
 121.1443   9.9170E-26   3.7603E-27   1.3830E-25   6.3590E-27
 121.6973   9.8324E-26   3.7264E-27   1.3793E-25   6.3012E-27
 122.2529   9.7482E-26   3.6929E-27   1.3755E-25   6.2440E-27
 122.8110   9.6656E-26   3.6597E-27   1.3716E-25   6.1873E-27
 123.3716   9.5823E-26   3.6268E-27   1.3676E-25   6.1312E-27
 123.9348   9.4993E-26   3.5943E-27   1.3635E-25   6.0756E-27
 124.5005   9.4164E-26   3.5620E-27   1.3593E-25   6.0206E-27
 125.0689   9.3339E-26   3.5300E-27   1.3549E-25   5.9661E-27
 125.6398   9.2618E-26   3.4983E-27   1.3505E-25   5.9122E-27
 126.2134   9.1799E-26   3.4669E-27   1.3460E-25   5.8588E-27
 126.7895   9.0982E-26   3.4358E-27   1.3414E-25   5.8058E-27
 127.3683   9.0213E-26   3.4050E-27   1.3366E-25   5.7534E-27
 127.9497   8.9407E-26   3.3744E-27   1.3318E-25   5.7015E-27
 128.5338   8.8603E-26   3.3442E-27   1.3269E-25   5.6501E-27
 129.1206   8.8145E-26   3.3142E-27   1.3219E-25   5.5992E-27
 129.7100   8.7735E-26   3.2845E-27   1.3168E-25   5.5487E-27
 130.3021   8.6931E-26   3.2550E-27   1.3116E-25   5.4988E-27
 130.8970   8.6130E-26   3.2259E-27   1.3063E-25   5.4493E-27
 131.4945   8.5334E-26   3.1970E-27   1.3009E-25   5.4003E-27
 132.0948   8.4541E-26   3.1683E-27   1.2955E-25   5.3517E-27
 132.6978   8.3770E-26   3.1399E-27   1.2899E-25   5.3037E-27
 133.3035   8.2990E-26   3.1118E-27   1.2843E-25   5.2560E-27
 133.9121   8.2211E-26   3.0840E-27   1.2786E-25   5.2089E-27
 134.5234   8.1434E-26   3.0564E-27   1.2728E-25   5.1621E-27
 135.1375   8.0661E-26   3.0290E-27   1.2669E-25   5.1159E-27
 135.7544   8.0095E-26   3.0019E-27   1.2610E-25   5.0701E-27
 136.3741   7.9327E-26   2.9751E-27   1.2549E-25   5.0247E-27
 136.9966   7.8564E-26   2.9485E-27   1.2489E-25   4.9797E-27
 137.6220   7.7804E-26   2.9221E-27   1.2427E-25   4.9352E-27
 138.2502   7.7049E-26   2.8960E-27   1.2365E-25   4.8911E-27
 138.8814   7.6298E-26   2.8702E-27   1.2302E-25   4.8474E-27
 139.5153   7.5554E-26   2.8445E-27   1.2238E-25   4.8041E-27
 140.1522   7.4811E-26   2.8191E-27   1.2173E-25   4.7612E-27
 140.7920   7.4073E-26   2.7939E-27   1.2108E-25   4.7187E-27
 141.4347   7.3346E-26   2.7690E-27   1.2043E-25   4.6766E-27
 142.0804   7.2617E-26   2.7443E-27   1.1977E-25   4.6349E-27
 142.7290   7.1891E-26   2.7198E-27   1.1910E-25   4.5936E-27
 143.3805   7.1170E-26   2.6955E-27   1.1842E-25   4.5527E-27
 144.0350   7.0516E-26   2.6714E-27   1.1774E-25   4.5121E-27
 144.6926   6.9804E-26   2.6476E-27   1.1706E-25   4.4719E-27
 145.3531   6.9319E-26   2.6240E-27   1.1637E-25   4.4321E-27
 146.0166   6.8895E-26   2.6006E-27   1.1567E-25   4.3927E-27
 146.6832   6.8211E-26   2.5774E-27   1.1497E-25   4.3536E-27
 147.3528   6.7508E-26   2.5544E-27   1.1427E-25   4.3149E-27
 148.0254   6.7061E-26   2.5316E-27   1.1356E-25   4.2765E-27
 148.7012   6.6365E-26   2.5091E-27   1.1285E-25   4.2385E-27
 149.3800   6.5673E-26   2.4867E-27   1.1213E-25   4.2008E-27
 150.0619   6.4985E-26   2.4646E-27   1.1141E-25   4.1635E-27
 150.7469   6.4544E-26   2.4426E-27   1.1068E-25   4.1265E-27
 151.4351   6.3862E-26   2.4209E-27   1.0995E-25   4.0899E-27
 152.1264   6.3187E-26   2.3993E-27   1.0921E-25   4.0536E-27
 152.8208   6.2523E-26   2.3779E-27   1.0848E-25   4.0176E-27
 153.5185   6.1855E-26   2.3568E-27   1.0774E-25   3.9819E-27
 154.2193   6.1192E-26   2.3358E-27   1.0699E-25   3.9466E-27
 154.9233   6.0533E-26   2.3150E-27   1.0625E-25   3.9116E-27
 155.6305   5.9879E-26   2.2944E-27   1.0550E-25   3.8769E-27
 156.3409   5.9230E-26   2.2740E-27   1.0474E-25   3.8425E-27
 157.0546   5.8586E-26   2.2537E-27   1.0399E-25   3.8085E-27
 157.7716   5.7946E-26   2.2337E-27   1.0323E-25   3.7747E-27
 158.4918   5.7311E-26   2.2138E-27   1.0247E-25   3.7413E-27
 159.2153   5.6681E-26   2.1941E-27   1.0171E-25   3.7081E-27
 159.9421   5.6056E-26   2.1746E-27   1.0095E-25   3.6753E-27
 160.6722   5.5435E-26   2.1553E-27   1.0018E-25   3.6427E-27
 161.4057   5.4819E-26   2.1361E-27   9.9416E-26   3.6104E-27
 162.1425   5.4435E-26   2.1171E-27   9.8649E-26   3.5785E-27
 162.8827   5.3828E-26   2.0983E-27   9.7880E-26   3.5468E-27
 163.6263   5.3222E-26   2.0797E-27   9.7110E-26   3.5154E-27
 164.3732   5.2622E-26   2.0612E-27   9.6338E-26   3.4843E-27
 165.1236   5.2268E-26   2.0429E-27   9.5568E-26   3.4534E-27
 165.8773   5.1673E-26   2.0247E-27   9.4795E-26   3.4229E-27
 166.6346   5.1084E-26   2.0068E-27   9.4022E-26   3.3926E-27
 167.3953   5.0499E-26   1.9889E-27   9.3248E-26   3.3626E-27
 168.1594   4.9929E-26   1.9713E-27   9.2475E-26   3.3328E-27
 168.9270   4.9354E-26   1.9538E-27   9.1700E-26   3.3033E-27
 169.6982   4.8917E-26   1.9364E-27   9.0928E-26   3.2741E-27
 170.4729   4.8349E-26   1.9193E-27   9.0154E-26   3.2451E-27
 171.2511   4.7786E-26   1.9022E-27   8.9380E-26   3.2164E-27
 172.0328   4.7229E-26   1.8854E-27   8.8607E-26   3.1880E-27
 172.8181   4.6675E-26   1.8686E-27   8.7834E-26   3.1598E-27
 173.6071   4.6127E-26   1.8521E-27   8.7062E-26   3.1319E-27
 174.3996   4.5583E-26   1.8356E-27   8.6291E-26   3.1042E-27
 175.1957   4.5045E-26   1.8194E-27   8.5520E-26   3.0767E-27
 175.9955   4.4514E-26   1.8032E-27   8.4751E-26   3.0495E-27
 176.7989   4.3984E-26   1.7873E-27   8.3983E-26   3.0225E-27
 177.6060   4.3459E-26   1.7714E-27   8.3216E-26   2.9958E-27
 178.4167   4.2939E-26   1.7557E-27   8.2450E-26   2.9693E-27
 179.2312   4.2423E-26   1.7402E-27   8.1686E-26   2.9431E-27
 180.0494   4.1912E-26   1.7247E-27   8.0924E-26   2.9171E-27
 180.8713   4.1588E-26   1.7095E-27   8.0163E-26   2.8913E-27
 181.6970   4.1083E-26   1.6943E-27   7.9404E-26   2.8657E-27
 182.5264   4.0583E-26   1.6793E-27   7.8647E-26   2.8404E-27
 183.3596   4.0087E-26   1.6644E-27   7.7892E-26   2.8153E-27
 184.1967   3.9596E-26   1.6497E-27   7.7139E-26   2.7904E-27
 185.0375   3.9109E-26   1.6351E-27   7.6388E-26   2.7657E-27
 185.8822   3.8766E-26   1.6206E-27   7.5640E-26   2.7413E-27
 186.7307   3.8288E-26   1.6063E-27   7.4894E-26   2.7170E-27
 187.5832   3.7813E-26   1.5921E-27   7.4151E-26   2.6930E-27
 188.4395   3.7342E-26   1.5780E-27   7.3410E-26   2.6692E-27
 189.2997   3.6890E-26   1.5640E-27   7.2672E-26   2.6456E-27
 190.1638   3.6428E-26   1.5502E-27   7.1937E-26   2.6222E-27
 191.0319   3.5971E-26   1.5365E-27   7.1204E-26   2.5990E-27
 191.9040   3.5519E-26   1.5229E-27   7.0474E-26   2.5761E-27
 192.7800   3.5074E-26   1.5094E-27   6.9748E-26   2.5533E-27
 193.6601   3.4689E-26   1.4961E-27   6.9025E-26   2.5307E-27
 194.5441   3.4248E-26   1.4829E-27   6.8305E-26   2.5083E-27
 195.4322   3.3813E-26   1.4698E-27   6.7588E-26   2.4862E-27
 196.3243   3.3381E-26   1.4568E-27   6.6874E-26   2.4642E-27
 197.2206   3.2954E-26   1.4439E-27   6.6164E-26   2.4424E-27
 198.1209   3.2531E-26   1.4311E-27   6.5457E-26   2.4208E-27
 199.0253   3.2112E-26   1.4185E-27   6.4753E-26   2.3994E-27
 199.9338   3.1698E-26   1.4060E-27   6.4054E-26   2.3781E-27
 200.8465   3.1288E-26   1.3936E-27   6.3357E-26   2.3571E-27
 201.7634   3.1014E-26   1.3813E-27   6.2666E-26   2.3363E-27
 202.6844   3.0610E-26   1.3691E-27   6.1977E-26   2.3156E-27
 203.6097   3.0211E-26   1.3570E-27   6.1292E-26   2.2951E-27
 204.5391   2.9815E-26   1.3450E-27   6.0611E-26   2.2748E-27
 205.4729   2.9424E-26   1.3331E-27   5.9934E-26   2.2547E-27
 206.4108   2.9036E-26   1.3214E-27   5.9262E-26   2.2347E-27
 207.3531   2.8653E-26   1.3097E-27   5.8593E-26   2.2149E-27
 208.2997   2.8274E-26   1.2981E-27   5.7928E-26   2.1953E-27
 209.2505   2.7977E-26   1.2867E-27   5.7268E-26   2.1759E-27
 210.2058   2.7605E-26   1.2753E-27   5.6612E-26   2.1566E-27
 211.1653   2.7237E-26   1.2641E-27   5.5960E-26   2.1376E-27
 212.1293   2.6872E-26   1.2529E-27   5.5312E-26   2.1186E-27
 213.0977   2.6512E-26   1.2419E-27   5.4669E-26   2.0999E-27
 214.0704   2.6156E-26   1.2309E-27   5.4030E-26   2.0813E-27
 215.0477   2.5804E-26   1.2201E-27   5.3395E-26   2.0629E-27
 216.0294   2.5459E-26   1.2093E-27   5.2765E-26   2.0446E-27
 217.0155   2.5115E-26   1.1987E-27   5.2139E-26   2.0265E-27
 218.0062   2.4774E-26   1.1881E-27   5.1518E-26   2.0086E-27
 219.0014   2.4437E-26   1.1776E-27   5.0902E-26   1.9908E-27
 220.0011   2.4123E-26   1.1673E-27   5.0290E-26   1.9731E-27
 221.0054   2.3794E-26   1.1570E-27   4.9683E-26   1.9557E-27
 222.0143   2.3468E-26   1.1468E-27   4.9080E-26   1.9383E-27
 223.0278   2.3146E-26   1.1367E-27   4.8482E-26   1.9212E-27
 224.0459   2.2910E-26   1.1267E-27   4.7889E-26   1.9042E-27
 225.0687   2.2593E-26   1.1167E-27   4.7300E-26   1.8873E-27
 226.0961   2.2281E-26   1.1069E-27   4.6716E-26   1.8706E-27
 227.1282   2.1971E-26   1.0972E-27   4.6136E-26   1.8540E-27
 228.1651   2.1666E-26   1.0875E-27   4.5561E-26   1.8376E-27
 229.2066   2.1363E-26   1.0779E-27   4.4991E-26   1.8213E-27
 230.2529   2.1065E-26   1.0684E-27   4.4426E-26   1.8051E-27
 231.3040   2.0770E-26   1.0590E-27   4.3866E-26   1.7891E-27
 232.3599   2.0478E-26   1.0497E-27   4.3310E-26   1.7733E-27
 233.4206   2.0190E-26   1.0405E-27   4.2759E-26   1.7576E-27
 234.4862   1.9905E-26   1.0313E-27   4.2213E-26   1.7420E-27
 235.5566   1.9659E-26   1.0223E-27   4.1673E-26   1.7265E-27
 236.6319   1.9380E-26   1.0133E-27   4.1136E-26   1.7112E-27
 237.7122   1.9105E-26   1.0043E-27   4.0605E-26   1.6961E-27
 238.7973   1.8833E-26   9.9552E-28   4.0078E-26   1.6810E-27
 239.8874   1.8564E-26   9.8676E-28   3.9556E-26   1.6661E-27
 240.9825   1.8299E-26   9.7809E-28   3.9039E-26   1.6514E-27
 242.0826   1.8036E-26   9.6949E-28   3.8526E-26   1.6367E-27
 243.1877   1.7777E-26   9.6097E-28   3.8019E-26   1.6222E-27
 244.2978   1.7521E-26   9.5252E-28   3.7516E-26   1.6078E-27
 245.4130   1.7268E-26   9.4415E-28   3.7018E-26   1.5935E-27
 246.5333   1.7019E-26   9.3585E-28   3.6525E-26   1.5794E-27
 247.6587   1.6773E-26   9.2763E-28   3.6037E-26   1.5654E-27
 248.7893   1.6574E-26   9.1948E-28   3.5554E-26   1.5515E-27
 249.9250   1.6333E-26   9.1140E-28   3.5075E-26   1.5377E-27
 251.0659   1.6100E-26   9.0340E-28   3.4601E-26   1.5241E-27
 252.2120   1.5865E-26   8.9547E-28   3.4132E-26   1.5106E-27
 253.3634   1.5632E-26   8.8760E-28   3.3668E-26   1.4972E-27
 254.5199   1.5403E-26   8.7981E-28   3.3208E-26   1.4839E-27
 255.6818   1.5176E-26   8.7208E-28   3.2753E-26   1.4707E-27
 256.8490   1.4953E-26   8.6443E-28   3.2303E-26   1.4577E-27
 258.0215   1.4732E-26   8.5684E-28   3.1857E-26   1.4447E-27
 259.1994   1.4514E-26   8.4932E-28   3.1417E-26   1.4319E-27
 260.3826   1.4298E-26   8.4187E-28   3.0980E-26   1.4192E-27
 261.5712   1.4086E-26   8.3448E-28   3.0549E-26   1.4066E-27
 262.7653   1.3876E-26   8.2716E-28   3.0122E-26   1.3941E-27
 263.9648   1.3669E-26   8.1990E-28   2.9700E-26   1.3818E-27
 265.1698   1.3478E-26   8.1271E-28   2.9282E-26   1.3695E-27
 266.3803   1.3276E-26   8.0558E-28   2.8869E-26   1.3573E-27
 267.5963   1.3077E-26   7.9852E-28   2.8460E-26   1.3453E-27
 268.8179   1.2880E-26   7.9152E-28   2.8056E-26   1.3333E-27
 270.0450   1.2686E-26   7.8458E-28   2.7657E-26   1.3215E-27
 271.2778   1.2494E-26   7.7770E-28   2.7262E-26   1.3098E-27
 272.5162   1.2305E-26   7.7088E-28   2.6871E-26   1.2981E-27
 273.7602   1.2119E-26   7.6412E-28   2.6485E-26   1.2866E-27
 275.0099   1.1935E-26   7.5743E-28   2.6103E-26   1.2752E-27
 276.2653   1.1753E-26   7.5079E-28   2.5725E-26   1.2639E-27
 277.5265   1.1593E-26   7.4421E-28   2.5353E-26   1.2526E-27
 278.7934   1.1416E-26   7.3769E-28   2.4984E-26   1.2415E-27
 280.0660   1.1241E-26   7.3123E-28   2.4620E-26   1.2305E-27
 281.3445   1.1069E-26   7.2482E-28   2.4259E-26   1.2195E-27
 282.6289   1.0899E-26   7.1847E-28   2.3904E-26   1.2087E-27
 283.9190   1.0731E-26   7.1218E-28   2.3552E-26   1.1980E-27
 285.2151   1.0567E-26   7.0594E-28   2.3205E-26   1.1873E-27
 286.5171   1.0404E-26   6.9976E-28   2.2861E-26   1.1768E-27
 287.8251   1.0243E-26   6.9363E-28   2.2522E-26   1.1663E-27
 289.1390   1.0084E-26   6.8756E-28   2.2187E-26   1.1559E-27
 290.4589   9.9276E-27   6.8154E-28   2.1856E-26   1.1457E-27
 291.7848   9.7731E-27   6.7558E-28   2.1530E-26   1.1355E-27
 293.1168   9.6208E-27   6.6967E-28   2.1207E-26   1.1254E-27
 294.4549   9.4706E-27   6.6381E-28   2.0888E-26   1.1154E-27
 295.7991   9.3225E-27   6.5800E-28   2.0573E-26   1.1055E-27
 297.1494   9.1802E-27   6.5224E-28   2.0262E-26   1.0957E-27
 298.5059   9.0361E-27   6.4653E-28   1.9955E-26   1.0859E-27
 299.8685   8.8941E-27   6.4088E-28   1.9652E-26   1.0763E-27
 301.2374   8.7540E-27   6.3527E-28   1.9353E-26   1.0667E-27
 302.6126   8.6159E-27   6.2972E-28   1.9057E-26   1.0572E-27
 303.9940   8.4797E-27   6.2421E-28   1.8766E-26   1.0478E-27
 305.3817   8.3455E-27   6.1875E-28   1.8478E-26   1.0385E-27
 306.7758   8.2132E-27   6.1334E-28   1.8194E-26   1.0293E-27
 308.1762   8.0893E-27   6.0798E-28   1.7913E-26   1.0201E-27
 309.5830   7.9606E-27   6.0266E-28   1.7636E-26   1.0110E-27
 310.9962   7.8337E-27   5.9740E-28   1.7363E-26   1.0020E-27
 312.4159   7.7086E-27   5.9218E-28   1.7093E-26   9.9313E-28
 313.8421   7.5854E-27   5.8700E-28   1.6827E-26   9.8430E-28
 315.2748   7.4639E-27   5.8187E-28   1.6565E-26   9.7554E-28
 316.7140   7.3441E-27   5.7679E-28   1.6306E-26   9.6686E-28
 318.1598   7.2261E-27   5.7175E-28   1.6050E-26   9.5826E-28
 319.6122   7.1098E-27   5.6675E-28   1.5798E-26   9.4974E-28
 321.0712   6.9952E-27   5.6180E-28   1.5549E-26   9.4129E-28
 322.5369   6.8823E-27   5.5689E-28   1.5304E-26   9.3291E-28
 324.0092   6.7713E-27   5.5203E-28   1.5062E-26   9.2461E-28
 325.4883   6.6616E-27   5.4721E-28   1.4823E-26   9.1639E-28
 326.9742   6.5535E-27   5.4243E-28   1.4587E-26   9.0823E-28
 328.4668   6.4470E-27   5.3769E-28   1.4355E-26   9.0015E-28
 329.9662   6.3421E-27   5.3300E-28   1.4126E-26   8.9214E-28
 331.4725   6.2387E-27   5.2835E-28   1.3900E-26   8.8420E-28
