#
# Draine & Li IR Dust Emission
# "small" graphitic/PAH grains (a<250A)
#
# lambda - wavelength in microns
# PAHs - PAH IR emission per H column (erg s^-1 H^-1)
# sigPAHs - PAH exinction cross section
# smGra - small graphitic grain IR emission per H column (erg s^-1 H^-1)
# sigGra - small graphitic grain exinction cross section
# 
lambda      PAHs         sigPAHs      smGra        sigGra    
   2.3353   2.6370E-26   2.2397E-25   3.6876E-29   4.7633E-25
   2.3460   2.6483E-26   2.2245E-25   3.7045E-29   4.7298E-25
   2.3567   2.6596E-26   2.2094E-25   3.7214E-29   4.6966E-25
   2.3675   2.6708E-26   2.1945E-25   3.7383E-29   4.6637E-25
   2.3783   2.6820E-26   2.1797E-25   3.7551E-29   4.6310E-25
   2.3891   2.6931E-26   2.1650E-25   3.7720E-29   4.5986E-25
   2.4000   2.7043E-26   2.1504E-25   3.7889E-29   4.5664E-25
   2.4110   2.7154E-26   2.1359E-25   3.8058E-29   4.5344E-25
   2.4220   2.7265E-26   2.1216E-25   3.8227E-29   4.5027E-25
   2.4331   2.7376E-26   2.1073E-25   3.8396E-29   4.4712E-25
   2.4442   2.7486E-26   2.0932E-25   3.8565E-29   4.4400E-25
   2.4553   2.7597E-26   2.0792E-25   3.8734E-29   4.4090E-25
   2.4665   2.7707E-26   2.0653E-25   3.8904E-29   4.3782E-25
   2.4778   2.7818E-26   2.0515E-25   3.9075E-29   4.3476E-25
   2.4891   2.7928E-26   2.0378E-25   3.9245E-29   4.3173E-25
   2.5005   2.8039E-26   2.0242E-25   3.9416E-29   4.2872E-25
   2.5119   2.8150E-26   2.0107E-25   3.9588E-29   4.2574E-25
   2.5234   2.8260E-26   1.9974E-25   3.9761E-29   4.2277E-25
   2.5349   2.8372E-26   1.9841E-25   3.9934E-29   4.1983E-25
   2.5464   2.8483E-26   1.9710E-25   4.0108E-29   4.1691E-25
   2.5581   2.8595E-26   1.9580E-25   4.0284E-29   4.1401E-25
   2.5697   2.8707E-26   1.9450E-25   4.0460E-29   4.1113E-25
   2.5815   2.8820E-26   1.9322E-25   4.0638E-29   4.0828E-25
   2.5933   2.8934E-26   1.9195E-25   4.0817E-29   4.0545E-25
   2.6051   2.9048E-26   1.9069E-25   4.0998E-29   4.0263E-25
   2.6170   2.9161E-26   1.8942E-25   4.1177E-29   3.9980E-25
   2.6289   2.9275E-26   1.8816E-25   4.1358E-29   3.9699E-25
   2.6409   2.9388E-26   1.8690E-25   4.1537E-29   3.9418E-25
   2.6530   2.9501E-26   1.8565E-25   4.1718E-29   3.9137E-25
   2.6651   2.9616E-26   1.8441E-25   4.1903E-29   3.8859E-25
   2.6773   2.9734E-26   1.8318E-25   4.2092E-29   3.8585E-25
   2.6895   2.9854E-26   1.8197E-25   4.2283E-29   3.8312E-25
   2.7018   2.9972E-26   1.8075E-25   4.2474E-29   3.8037E-25
   2.7141   3.0097E-26   1.7956E-25   4.2674E-29   3.7769E-25
   2.7265   3.0225E-26   1.7838E-25   4.2879E-29   3.7505E-25
   2.7389   3.0351E-26   1.7718E-25   4.3081E-29   3.7234E-25
   2.7514   3.0479E-26   1.7599E-25   4.3287E-29   3.6964E-25
   2.7640   3.0617E-26   1.7485E-25   4.3510E-29   3.6706E-25
   2.7766   3.0758E-26   1.7371E-25   4.3736E-29   3.6447E-25
   2.7893   3.0898E-26   1.7255E-25   4.3960E-29   3.6181E-25
   2.8020   3.1050E-26   1.7143E-25   4.4203E-29   3.5927E-25
   2.8148   3.1208E-26   1.7033E-25   4.4454E-29   3.5673E-25
   2.8277   3.1366E-26   1.6920E-25   4.4707E-29   3.5414E-25
   2.8406   3.1534E-26   1.6809E-25   4.4974E-29   3.5158E-25
   2.8535   3.1718E-26   1.6703E-25   4.5264E-29   3.4912E-25
   2.8666   3.1908E-26   1.6596E-25   4.5564E-29   3.4664E-25
   2.8797   3.2109E-26   1.6489E-25   4.5879E-29   3.4415E-25
   2.8928   3.2323E-26   1.6385E-25   4.6215E-29   3.4168E-25
   2.9060   3.2554E-26   1.6282E-25   4.6575E-29   3.3925E-25
   2.9193   3.2805E-26   1.6181E-25   4.6963E-29   3.3684E-25
   2.9326   3.3074E-26   1.6080E-25   4.7380E-29   3.3442E-25
   2.9460   3.3369E-26   1.5982E-25   4.7832E-29   3.3202E-25
   2.9594   3.3695E-26   1.5886E-25   4.8331E-29   3.2967E-25
   2.9729   3.4057E-26   1.5793E-25   4.8880E-29   3.2734E-25
   2.9865   3.4461E-26   1.5703E-25   4.9490E-29   3.2504E-25
   3.0002   3.4910E-26   1.5613E-25   5.0166E-29   3.2271E-25
   3.0138   3.5414E-26   1.5524E-25   5.0922E-29   3.2036E-25
   3.0276   3.5997E-26   1.5441E-25   5.1790E-29   3.1808E-25
   3.0414   3.6673E-26   1.5364E-25   5.2792E-29   3.1586E-25
   3.0553   3.7457E-26   1.5289E-25   5.3949E-29   3.1361E-25
   3.0693   3.8378E-26   1.5219E-25   5.5303E-29   3.1135E-25
   3.0833   3.9486E-26   1.5160E-25   5.6925E-29   3.0919E-25
   3.0973   4.0821E-26   1.5106E-25   5.8872E-29   3.0699E-25
   3.1115   4.2463E-26   1.5064E-25   6.1259E-29   3.0481E-25
   3.1257   4.4521E-26   1.5038E-25   6.4242E-29   3.0268E-25
   3.1400   4.7142E-26   1.5030E-25   6.8031E-29   3.0052E-25
   3.1543   5.0361E-26   1.4951E-25   7.2675E-29   2.9629E-25
   3.1687   5.5165E-26   1.5109E-25   7.9594E-29   2.9628E-25
   3.1832   6.1544E-26   1.5230E-25   8.8769E-29   2.9420E-25
   3.1977   7.0762E-26   1.5450E-25   1.0201E-28   2.9224E-25
   3.2123   8.4737E-26   1.5827E-25   1.2207E-28   2.9028E-25
   3.2269   1.0732E-25   1.6488E-25   1.5447E-28   2.8833E-25
   3.2417   1.4699E-25   1.7717E-25   2.1136E-28   2.8654E-25
   3.2565   2.2466E-25   2.0205E-25   3.2276E-28   2.8503E-25
   3.2713   3.9792E-25   2.5842E-25   5.7130E-28   2.8411E-25
   3.2863   7.9939E-25   3.8957E-25   1.1474E-27   2.8459E-25
   3.3013   1.1643E-24   5.0718E-25   1.6720E-27   2.8488E-25
   3.3163   7.1918E-25   3.5864E-25   1.0339E-27   2.8009E-25
   3.3315   3.6533E-25   2.4149E-25   5.2611E-28   2.7590E-25
   3.3467   2.1399E-25   1.9111E-25   3.0887E-28   2.7298E-25
   3.3620   1.4422E-25   1.6750E-25   2.0870E-28   2.7058E-25
   3.3773   1.0767E-25   1.5477E-25   1.5624E-28   2.6840E-25
   3.3927   8.6459E-26   1.4706E-25   1.2581E-28   2.6634E-25
   3.4082   7.3148E-26   1.4193E-25   1.0673E-28   2.6435E-25
   3.4238   6.4286E-26   1.3825E-25   9.4039E-29   2.6240E-25
   3.4394   5.8107E-26   1.3545E-25   8.5211E-29   2.6047E-25
   3.4551   5.3639E-26   1.3321E-25   7.8843E-29   2.5858E-25
   3.4709   5.0312E-26   1.3135E-25   7.4117E-29   2.5670E-25
   3.4867   4.7775E-26   1.2975E-25   7.0528E-29   2.5485E-25
   3.5026   4.5800E-26   1.2834E-25   6.7750E-29   2.5301E-25
   3.5186   4.4238E-26   1.2707E-25   6.5568E-29   2.5119E-25
   3.5347   4.2986E-26   1.2590E-25   6.3833E-29   2.4939E-25
   3.5508   4.1971E-26   1.2483E-25   6.2439E-29   2.4760E-25
   3.5670   4.1140E-26   1.2381E-25   6.1313E-29   2.4583E-25
   3.5833   4.0455E-26   1.2285E-25   6.0398E-29   2.4408E-25
   3.5997   3.9886E-26   1.2194E-25   5.9653E-29   2.4233E-25
   3.6161   3.9413E-26   1.2107E-25   5.9046E-29   2.4061E-25
   3.6326   3.9017E-26   1.2022E-25   5.8553E-29   2.3889E-25
   3.6492   3.8687E-26   1.1941E-25   5.8156E-29   2.3719E-25
   3.6659   3.8412E-26   1.1863E-25   5.7841E-29   2.3552E-25
   3.6826   3.8183E-26   1.1787E-25   5.7593E-29   2.3386E-25
   3.6994   3.7993E-26   1.1712E-25   5.7403E-29   2.3221E-25
   3.7163   3.7837E-26   1.1640E-25   5.7264E-29   2.3057E-25
   3.7333   3.7711E-26   1.1569E-25   5.7170E-29   2.2894E-25
   3.7503   3.7609E-26   1.1500E-25   5.7114E-29   2.2732E-25
   3.7674   3.7531E-26   1.1432E-25   5.7092E-29   2.2572E-25
   3.7846   3.7473E-26   1.1365E-25   5.7102E-29   2.2413E-25
   3.8019   3.7433E-26   1.1300E-25   5.7141E-29   2.2254E-25
   3.8193   3.7409E-26   1.1235E-25   5.7204E-29   2.2097E-25
   3.8367   3.7400E-26   1.1172E-25   5.7292E-29   2.1941E-25
   3.8542   3.7404E-26   1.1111E-25   5.7401E-29   2.1786E-25
   3.8718   3.7421E-26   1.1050E-25   5.7531E-29   2.1633E-25
   3.8895   3.7450E-26   1.0990E-25   5.7681E-29   2.1480E-25
   3.9072   3.7490E-26   1.0932E-25   5.7848E-29   2.1329E-25
   3.9251   3.7540E-26   1.0874E-25   5.8034E-29   2.1179E-25
   3.9430   3.7600E-26   1.0818E-25   5.8236E-29   2.1029E-25
   3.9610   3.7669E-26   1.0763E-25   5.8454E-29   2.0881E-25
   3.9791   3.7747E-26   1.0708E-25   5.8687E-29   2.0734E-25
   3.9972   3.7833E-26   1.0655E-25   5.8937E-29   2.0588E-25
   4.0155   3.7928E-26   1.0602E-25   5.9201E-29   2.0443E-25
   4.0338   3.8031E-26   1.0551E-25   5.9480E-29   2.0299E-25
   4.0522   3.8142E-26   1.0500E-25   5.9775E-29   2.0156E-25
   4.0707   3.8261E-26   1.0451E-25   6.0084E-29   2.0014E-25
   4.0893   3.8388E-26   1.0402E-25   6.0409E-29   1.9872E-25
   4.1080   3.8522E-26   1.0355E-25   6.0749E-29   1.9732E-25
   4.1267   3.8665E-26   1.0309E-25   6.1104E-29   1.9593E-25
   4.1456   3.8816E-26   1.0263E-25   6.1475E-29   1.9455E-25
   4.1645   3.8974E-26   1.0219E-25   6.1861E-29   1.9319E-25
   4.1835   3.9141E-26   1.0176E-25   6.2264E-29   1.9183E-25
   4.2026   3.9316E-26   1.0133E-25   6.2683E-29   1.9048E-25
   4.2218   3.9500E-26   1.0092E-25   6.3120E-29   1.8914E-25
   4.2411   3.9692E-26   1.0052E-25   6.3573E-29   1.8781E-25
   4.2604   3.9893E-26   1.0014E-25   6.4045E-29   1.8649E-25
   4.2799   4.0103E-26   9.9758E-26   6.4535E-29   1.8518E-25
   4.2994   4.0322E-26   9.9393E-26   6.5045E-29   1.8388E-25
   4.3190   4.0551E-26   9.9039E-26   6.5574E-29   1.8259E-25
   4.3387   4.0789E-26   9.8698E-26   6.6124E-29   1.8131E-25
   4.3585   4.1038E-26   9.8369E-26   6.6695E-29   1.8004E-25
   4.3784   4.1297E-26   9.8053E-26   6.7288E-29   1.7878E-25
   4.3984   4.1568E-26   9.7750E-26   6.7904E-29   1.7753E-25
   4.4185   4.1849E-26   9.7460E-26   6.8544E-29   1.7629E-25
   4.4387   4.2143E-26   9.7184E-26   6.9210E-29   1.7506E-25
   4.4589   4.2448E-26   9.6922E-26   6.9901E-29   1.7385E-25
   4.4793   4.2767E-26   9.6674E-26   7.0619E-29   1.7264E-25
   4.4997   4.3099E-26   9.6441E-26   7.1365E-29   1.7144E-25
   4.5203   4.3444E-26   9.6224E-26   7.2142E-29   1.7025E-25
   4.5409   4.3804E-26   9.6022E-26   7.2949E-29   1.6906E-25
   4.5617   4.4179E-26   9.5836E-26   7.3789E-29   1.6789E-25
   4.5825   4.4570E-26   9.5666E-26   7.4662E-29   1.6673E-25
   4.6034   4.4978E-26   9.5514E-26   7.5572E-29   1.6558E-25
   4.6244   4.5403E-26   9.5380E-26   7.6519E-29   1.6444E-25
   4.6455   4.5846E-26   9.5264E-26   7.7506E-29   1.6331E-25
   4.6667   4.6308E-26   9.5168E-26   7.8535E-29   1.6218E-25
   4.6880   4.6791E-26   9.5092E-26   7.9607E-29   1.6107E-25
   4.7094   4.7294E-26   9.5036E-26   8.0726E-29   1.5997E-25
   4.7309   4.7820E-26   9.5002E-26   8.1893E-29   1.5887E-25
   4.7525   4.8370E-26   9.4990E-26   8.3112E-29   1.5779E-25
   4.7742   4.8944E-26   9.5002E-26   8.4386E-29   1.5671E-25
   4.7960   4.9544E-26   9.5039E-26   8.5717E-29   1.5565E-25
   4.8179   5.0173E-26   9.5101E-26   8.7110E-29   1.5459E-25
   4.8399   5.0831E-26   9.5191E-26   8.8568E-29   1.5355E-25
   4.8620   5.1520E-26   9.5309E-26   9.0095E-29   1.5251E-25
   4.8842   5.2242E-26   9.5457E-26   9.1695E-29   1.5149E-25
   4.9065   5.3000E-26   9.5636E-26   9.3374E-29   1.5047E-25
   4.9289   5.3795E-26   9.5849E-26   9.5136E-29   1.4947E-25
   4.9514   5.4630E-26   9.6096E-26   9.6987E-29   1.4847E-25
   4.9740   5.5508E-26   9.6382E-26   9.8934E-29   1.4749E-25
   4.9967   5.6432E-26   9.6706E-26   1.0098E-28   1.4651E-25
   5.0195   5.7401E-26   9.7062E-26   1.0313E-28   1.4552E-25
   5.0424   5.8422E-26   9.7460E-26   1.0540E-28   1.4454E-25
   5.0654   5.9499E-26   9.7906E-26   1.0779E-28   1.4357E-25
   5.0886   6.0636E-26   9.8402E-26   1.1032E-28   1.4260E-25
   5.1118   6.1839E-26   9.8952E-26   1.1300E-28   1.4165E-25
   5.1351   6.3113E-26   9.9561E-26   1.1584E-28   1.4070E-25
   5.1586   6.4464E-26   1.0023E-25   1.1885E-28   1.3977E-25
   5.1821   6.5898E-26   1.0097E-25   1.2204E-28   1.3885E-25
   5.2058   6.7423E-26   1.0179E-25   1.2545E-28   1.3793E-25
   5.2295   6.9046E-26   1.0268E-25   1.2907E-28   1.3703E-25
   5.2534   7.0779E-26   1.0367E-25   1.3294E-28   1.3614E-25
   5.2774   7.2631E-26   1.0474E-25   1.3708E-28   1.3527E-25
   5.3015   7.4612E-26   1.0592E-25   1.4152E-28   1.3439E-25
   5.3257   7.6739E-26   1.0722E-25   1.4628E-28   1.3353E-25
   5.3500   7.9026E-26   1.0864E-25   1.5141E-28   1.3269E-25
   5.3744   8.1492E-26   1.1021E-25   1.5694E-28   1.3186E-25
   5.3989   8.4158E-26   1.1194E-25   1.6293E-28   1.3105E-25
   5.4236   8.7048E-26   1.1384E-25   1.6943E-28   1.3025E-25
   5.4484   9.0191E-26   1.1594E-25   1.7650E-28   1.2948E-25
   5.4732   9.3618E-26   1.1827E-25   1.8422E-28   1.2872E-25
   5.4982   9.7370E-26   1.2085E-25   1.9268E-28   1.2799E-25
   5.5233   1.0149E-25   1.2372E-25   2.0198E-28   1.2728E-25
   5.5485   1.0604E-25   1.2693E-25   2.1226E-28   1.2660E-25
   5.5738   1.1109E-25   1.3052E-25   2.2367E-28   1.2595E-25
   5.5993   1.1670E-25   1.3456E-25   2.3638E-28   1.2533E-25
   5.6249   1.2300E-25   1.3913E-25   2.5063E-28   1.2475E-25
   5.6505   1.3008E-25   1.4431E-25   2.6671E-28   1.2421E-25
   5.6763   1.3812E-25   1.5023E-25   2.8495E-28   1.2373E-25
   5.7022   1.4729E-25   1.5703E-25   3.0581E-28   1.2330E-25
   5.7283   1.5785E-25   1.6490E-25   3.2983E-28   1.2295E-25
   5.7544   1.7010E-25   1.7409E-25   3.5775E-28   1.2268E-25
   5.7807   1.8445E-25   1.8489E-25   3.9050E-28   1.2251E-25
   5.8071   2.0145E-25   1.9773E-25   4.2934E-28   1.2247E-25
   5.8336   2.2180E-25   2.1315E-25   4.7592E-28   1.2259E-25
   5.8602   2.4650E-25   2.3191E-25   5.3253E-28   1.2292E-25
   5.8870   2.7689E-25   2.5503E-25   6.0232E-28   1.2351E-25
   5.9138   3.1489E-25   2.8399E-25   6.8977E-28   1.2446E-25
   5.9408   3.6324E-25   3.2085E-25   8.0126E-28   1.2588E-25
   5.9680   4.2593E-25   3.6867E-25   9.4621E-28   1.2796E-25
   5.9952   5.0889E-25   4.3194E-25   1.1385E-27   1.3097E-25
   6.0226   6.2097E-25   5.1734E-25   1.3992E-27   1.3530E-25
   6.0501   7.7517E-25   6.3470E-25   1.7590E-27   1.4153E-25
   6.0777   9.8957E-25   7.9756E-25   2.2615E-27   1.5048E-25
   6.1054   1.2845E-24   1.0211E-24   2.9563E-27   1.6305E-25
   6.1333   1.6667E-24   1.3095E-24   3.8626E-27   1.7948E-25
   6.1613   2.0826E-24   1.6215E-24   4.8598E-27   1.9734E-25
   6.1894   2.3670E-24   1.8312E-24   5.5612E-27   2.0912E-25
   6.2177   2.3363E-24   1.8009E-24   5.5262E-27   2.0663E-25
   6.2461   2.0199E-24   1.5556E-24   4.8099E-27   1.9136E-25
   6.2746   1.6163E-24   1.2467E-24   3.8743E-27   1.7230E-25
   6.3032   1.2640E-24   9.7794E-25   3.0498E-27   1.5380E-25
   6.3320   9.9874E-25   7.7709E-25   2.4255E-27   1.4241E-25
   6.3609   8.0835E-25   6.3298E-25   1.9760E-27   1.3339E-25
   6.3899   6.7317E-25   5.3075E-25   1.6564E-27   1.2670E-25
   6.4191   5.7677E-25   4.5786E-25   1.4288E-27   1.2172E-25
   6.4484   5.0748E-25   4.0541E-25   1.2657E-27   1.1796E-25
   6.4778   4.5737E-25   3.6738E-25   1.1487E-27   1.1506E-25
   6.5074   4.2112E-25   3.3974E-25   1.0652E-27   1.1276E-25
   6.5371   3.9515E-25   3.1979E-25   1.0068E-27   1.1093E-25
   6.5670   3.7701E-25   3.0566E-25   9.6780E-28   1.0944E-25
   6.5969   3.6501E-25   2.9609E-25   9.4421E-28   1.0824E-25
   6.6271   3.5799E-25   2.9018E-25   9.3332E-28   1.0726E-25
   6.6573   3.5510E-25   2.8730E-25   9.3325E-28   1.0646E-25
   6.6877   3.5581E-25   2.8702E-25   9.4278E-28   1.0582E-25
   6.7182   3.5971E-25   2.8905E-25   9.6110E-28   1.0533E-25
   6.7489   3.6657E-25   2.9319E-25   9.8777E-28   1.0496E-25
   6.7797   3.7625E-25   2.9934E-25   1.0226E-27   1.0473E-25
   6.8106   3.8872E-25   3.0743E-25   1.0658E-27   1.0461E-25
   6.8417   4.0399E-25   3.1749E-25   1.1175E-27   1.0461E-25
   6.8730   4.2218E-25   3.2956E-25   1.1784E-27   1.0474E-25
   6.9043   4.4345E-25   3.4375E-25   1.2490E-27   1.0501E-25
   6.9359   4.6804E-25   3.6021E-25   1.3304E-27   1.0541E-25
   6.9675   4.9624E-25   3.7912E-25   1.4237E-27   1.0597E-25
   6.9993   5.2843E-25   4.0074E-25   1.5303E-27   1.0669E-25
   7.0313   5.6507E-25   4.2535E-25   1.6519E-27   1.0760E-25
   7.0634   6.0669E-25   4.5330E-25   1.7904E-27   1.0871E-25
   7.0956   6.5391E-25   4.8501E-25   1.9483E-27   1.1005E-25
   7.1280   7.0748E-25   5.2095E-25   2.1283E-27   1.1165E-25
   7.1606   7.6825E-25   5.6167E-25   2.3335E-27   1.1355E-25
   7.1932   8.3716E-25   6.0778E-25   2.5677E-27   1.1577E-25
   7.2261   9.1526E-25   6.5995E-25   2.8348E-27   1.1836E-25
   7.2591   1.0037E-24   7.1890E-25   3.1394E-27   1.2137E-25
   7.2922   1.1036E-24   7.8536E-25   3.4861E-27   1.2483E-25
   7.3255   1.2161E-24   8.5999E-25   3.8798E-27   1.2878E-25
   7.3589   1.3420E-24   9.4331E-25   4.3244E-27   1.3326E-25
   7.3925   1.4818E-24   1.0355E-24   4.8228E-27   1.3829E-25
   7.4263   1.6350E-24   1.1362E-24   5.3752E-27   1.4382E-25
   7.4602   1.8002E-24   1.2442E-24   5.9779E-27   1.4980E-25
   7.4942   1.9737E-24   1.3571E-24   6.6205E-27   1.5608E-25
   7.5284   2.1498E-24   1.4708E-24   7.2844E-27   1.6243E-25
   7.5628   2.3200E-24   1.5798E-24   7.9412E-27   1.6849E-25
   7.5973   2.4737E-24   1.6767E-24   8.5531E-27   1.7383E-25
   7.6320   2.5984E-24   1.7536E-24   9.0758E-27   1.7796E-25
   7.6669   2.6827E-24   1.8030E-24   9.4655E-27   1.8045E-25
   7.7019   2.7182E-24   1.8196E-24   9.6878E-27   1.8096E-25
   7.7370   2.7015E-24   1.8015E-24   9.7257E-27   1.7939E-25
   7.7723   2.6356E-24   1.7511E-24   9.5839E-27   1.7588E-25
   7.8078   2.5284E-24   1.6739E-24   9.2864E-27   1.7077E-25
   7.8435   2.3915E-24   1.5778E-24   8.8707E-27   1.6451E-25
   7.8793   2.2368E-24   1.4707E-24   8.3784E-27   1.5759E-25
   7.9152   2.0752E-24   1.3599E-24   7.8485E-27   1.5044E-25
   7.9514   1.9153E-24   1.2508E-24   7.3129E-27   1.4340E-25
   7.9877   1.7633E-24   1.1475E-24   6.7953E-27   1.3670E-25
   8.0241   1.6231E-24   1.0524E-24   6.3116E-27   1.3050E-25
   8.0608   1.4970E-24   9.6681E-25   5.8717E-27   1.2485E-25
   8.0976   1.3859E-24   8.9122E-25   5.4810E-27   1.1980E-25
   8.1345   1.2902E-24   8.2574E-25   5.1425E-27   1.1535E-25
   8.1716   1.2102E-24   7.7028E-25   4.8580E-27   1.1149E-25
   8.2090   1.1458E-24   7.2472E-25   4.6291E-27   1.0821E-25
   8.2464   1.0975E-24   6.8906E-25   4.4586E-27   1.0549E-25
   8.2841   1.0660E-24   6.6357E-25   4.3505E-27   1.0336E-25
   8.3219   1.0528E-24   6.4878E-25   4.3115E-27   1.0183E-25
   8.3599   1.0595E-24   6.4553E-25   4.3503E-27   1.0095E-25
   8.3980   1.0883E-24   6.5473E-25   4.4764E-27   1.0075E-25
   8.4364   1.1400E-24   6.7667E-25   4.6957E-27   1.0125E-25
   8.4749   1.2116E-24   7.0959E-25   4.9993E-27   1.0236E-25
   8.5136   1.2916E-24   7.4728E-25   5.3454E-27   1.0374E-25
   8.5524   1.3568E-24   7.7720E-25   5.6425E-27   1.0473E-25
   8.5915   1.3769E-24   7.8323E-25   5.7679E-27   1.0450E-25
   8.6307   1.3323E-24   7.5521E-25   5.6364E-27   1.0250E-25
   8.6701   1.2304E-24   6.9713E-25   5.2681E-27   9.8949E-26
   8.7097   1.0980E-24   6.2347E-25   4.7665E-27   9.4597E-26
   8.7494   9.6234E-25   5.4863E-25   4.2403E-27   9.0197E-26
   8.7894   8.3955E-25   4.8100E-25   3.7566E-27   8.6188E-26
   8.8295   7.3504E-25   4.2344E-25   3.3406E-27   8.2719E-26
   8.8698   6.4858E-25   3.7573E-25   2.9937E-27   7.9775E-26
   8.9103   5.7772E-25   3.3648E-25   2.7074E-27   7.7285E-26
   8.9510   5.1955E-25   3.0411E-25   2.4711E-27   7.5164E-26
   8.9918   4.7147E-25   2.7722E-25   2.2748E-27   7.3337E-26
   9.0329   4.3132E-25   2.5465E-25   2.1104E-27   7.1745E-26
   9.0741   3.9746E-25   2.3551E-25   1.9713E-27   7.0341E-26
   9.1155   3.6862E-25   2.1910E-25   1.8525E-27   6.9087E-26
   9.1572   3.4384E-25   2.0490E-25   1.7502E-27   6.7956E-26
   9.1990   3.2233E-25   1.9250E-25   1.6613E-27   6.6926E-26
   9.2409   3.0351E-25   1.8159E-25   1.5834E-27   6.5981E-26
   9.2831   2.8694E-25   1.7191E-25   1.5148E-27   6.5106E-26
   9.3255   2.7224E-25   1.6327E-25   1.4540E-27   6.4292E-26
   9.3681   2.5916E-25   1.5551E-25   1.3999E-27   6.3530E-26
   9.4108   2.4746E-25   1.4851E-25   1.3515E-27   6.2814E-26
   9.4538   2.3694E-25   1.4216E-25   1.3080E-27   6.2139E-26
   9.4970   2.2744E-25   1.3639E-25   1.2689E-27   6.1499E-26
   9.5403   2.1887E-25   1.3111E-25   1.2337E-27   6.0891E-26
   9.5839   2.1111E-25   1.2628E-25   1.2019E-27   6.0312E-26
   9.6276   2.0408E-25   1.2185E-25   1.1733E-27   5.9761E-26
   9.6716   1.9771E-25   1.1778E-25   1.1475E-27   5.9236E-26
   9.7157   1.9194E-25   1.1402E-25   1.1243E-27   5.8731E-26
   9.7601   1.8674E-25   1.1056E-25   1.1035E-27   5.8245E-26
   9.8046   1.8204E-25   1.0736E-25   1.0850E-27   5.7778E-26
   9.8494   1.7783E-25   1.0441E-25   1.0686E-27   5.7326E-26
   9.8943   1.7409E-25   1.0170E-25   1.0543E-27   5.6891E-26
   9.9395   1.7081E-25   9.9194E-26   1.0421E-27   5.6471E-26
   9.9849   1.6797E-25   9.6897E-26   1.0319E-27   5.6065E-26
  10.0305   1.6555E-25   9.4798E-26   1.0237E-27   5.5675E-26
  10.0763   1.6358E-25   9.2888E-26   1.0176E-27   5.5298E-26
  10.1223   1.6207E-25   9.1166E-26   1.0136E-27   5.4933E-26
  10.1685   1.6104E-25   8.9630E-26   1.0119E-27   5.4581E-26
  10.2149   1.6052E-25   8.8282E-26   1.0127E-27   5.4239E-26
  10.2615   1.6055E-25   8.7128E-26   1.0162E-27   5.3905E-26
  10.3084   1.6120E-25   8.6179E-26   1.0227E-27   5.3585E-26
  10.3554   1.6254E-25   8.5454E-26   1.0326E-27   5.3278E-26
  10.4027   1.6468E-25   8.4973E-26   1.0466E-27   5.2985E-26
  10.4502   1.6778E-25   8.4758E-26   1.0654E-27   5.2687E-26
  10.4979   1.7199E-25   8.4859E-26   1.0899E-27   5.2399E-26
  10.5458   1.7760E-25   8.5341E-26   1.1216E-27   5.2134E-26
  10.5939   1.8494E-25   8.6286E-26   1.1622E-27   5.1895E-26
  10.6423   1.9449E-25   8.7807E-26   1.2143E-27   5.1684E-26
  10.6909   2.0695E-25   9.0067E-26   1.2814E-27   5.1508E-26
  10.7397   2.2326E-25   9.3302E-26   1.3688E-27   5.1373E-26
  10.7887   2.4486E-25   9.7862E-26   1.4841E-27   5.1291E-26
  10.8380   2.7400E-25   1.0428E-25   1.6392E-27   5.1279E-26
  10.8874   3.1414E-25   1.1342E-25   1.8527E-27   5.1365E-26
  10.9371   3.7113E-25   1.2668E-25   2.1561E-27   5.1593E-26
  10.9871   4.5499E-25   1.4651E-25   2.6035E-27   5.2043E-26
  11.0372   5.8425E-25   1.7742E-25   3.2955E-27   5.2859E-26
  11.0876   7.9485E-25   2.2817E-25   4.4281E-27   5.4323E-26
  11.1382   1.1600E-24   3.1658E-25   6.4031E-27   5.7029E-26
  11.1891   1.8224E-24   4.7736E-25   1.0012E-26   6.2091E-26
  11.2401   2.9344E-24   7.4758E-25   1.6138E-26   7.0690E-26
  11.2915   3.9261E-24   9.8839E-25   2.1752E-26   7.8357E-26
  11.3430   3.3639E-24   8.5071E-25   1.8894E-26   7.3862E-26
  11.3948   2.1606E-24   5.5735E-25   1.2377E-26   6.4578E-26
  11.4468   1.3678E-24   3.6431E-25   8.0261E-27   5.9295E-26
  11.4990   9.4031E-25   2.6499E-25   5.6675E-27   6.8529E-26
  11.5515   7.0290E-25   2.0117E-25   4.3488E-27   5.3022E-26
  11.6043   5.7591E-25   1.6886E-25   3.6479E-27   4.9735E-26
  11.6572   5.1538E-25   1.5350E-25   3.3242E-27   4.9079E-26
  11.7105   5.0468E-25   1.5017E-25   3.2903E-27   4.8847E-26
  11.7639   5.4016E-25   1.5790E-25   3.5338E-27   4.8963E-26
  11.8176   6.1583E-25   1.7522E-25   4.0279E-27   4.9378E-26
  11.8716   6.8960E-25   1.9214E-25   4.5234E-27   4.9781E-26
  11.9258   6.7856E-25   1.8908E-25   4.5055E-27   4.9564E-26
  11.9802   5.7803E-25   1.6493E-25   3.9255E-27   4.8691E-26
  12.0349   4.6762E-25   1.3847E-25   3.2680E-27   4.7745E-26
  12.0898   3.8822E-25   1.1938E-25   2.7939E-27   4.7023E-26
  12.1450   3.4046E-25   1.0779E-25   2.5142E-27   4.6529E-26
